text	set	id	type
<br><b>Master Strike</b>: Malekith captures a <i>'Villainous Weapon</i>' from the city or from any player's control or discard pile. Then this Master Strike enters the city as a '''Villainous Weapon''' called ""Darkspear"" that gives +2 Attack. When you gain a Darkspear, it becomes a '''Thrown Artifact''' that gives +2 Attack when thrown.
<br>Attack: 8
<br>VP: 6
<br>
<br><font size='4'>Epic Malekith the Accursed</font>
<br><b>Always Leads</b>: Dark Council
<br><b>Master Strike</b>: Malekith captures a <i>'Villainous Weapon</i>' from the city, then captures one from any player's control or discard pile. Then this Master Strike enters the city as a '''Villainous Weapon''' called ""Darkspear"" that gives +3 Attack. When you gain a Darkspear, it becomes a '''Thrown Artifact''' that gives +2 Attack when thrown.
<br>Attack: 10
<br>VP: 6
<br>
<br><i>Black Hammer of the Accursed</i>
<br><b>Fight</b>: Rescue 4 Bystanders. Malekith captures a <i>'Villainous Weapon</i>' from the city or from any player's control or discard pile. The this Tactic enters the city as a '''Villainous Weapon'''.
<br>---
<br><b>Artifact</b> - Once per turn, you may KO a Hero from your discard pile.
<br><b>Attack</b>: +4
<br>
<br><i>Dagger of Living Abyss</i>
<br><b>Fight</b>: Rescue 4 Bystanders. Malekith captures a <i>'Villainous Weapon</i>' from the city or from any player's control or discard pile. The this Tactic enters the city as a '''Villainous Weapon'''.
<br>---
<br><b>Artifact</b> - Once per turn, you may defeat a Villain worth 2VP or less.
<br><b>Attack</b>: +2
<br>
<br><i>The Hunting Horn of Faerie</i>
<br><b>Fight</b>: Rescue 4 Bystanders. Malekith captures a <i>'Villainous Weapon</i>' from the city or from any player's control or discard pile. The this Tactic enters the city as a '''Villainous Weapon'''.
<br>---
<br><b>Artifact</b> - Once per turn, draw a card.
<br><b>Attack</b>: +3
<br>
<br><i>Vulnerable to Cold Iron</i>
<br><b>Fight</b>: You get +2 Recruit for each <img src=""silver.png""> Hero you have.
<br>"	Heroes of Asgard	Malekith the Accursed	Mastermind

"<font size='4'>Hela, Goddess of Death</font>
<br><b>Bridge Conqueror 5</b>, <i>'Streets Conqueror 5</i>'
<br><b>Always Leads</b>: Omens of Ragnarok
<br><b>Master Strike</b>: This Strike enters the city as a 5 Attack ""Army of the Dead"" Villain worth 3VP. Then choose a Villain worth 3VP or more from your Victory Pile <i>(including an Army of the Dead)</i> to enter the city. If you didn't have any, each player gains a Wound.
<br>Attack: 10+
<br>VP: 6
<br>
<br><font size='4'>Epic Hela, Goddess of Death</font>
<br><b>Bridge Conqueror 6</b>, <i>'Streets Conqueror 6</i>', '''Rooftops Conqueror 6'''
<br><b>Always Leads</b>: Omens of Ragnarok
<br><b>Master Strike</b>: This Strike enters the city as a 6 Attack ""Army of the Dead"" Villain worth 4VP. Then choose a Villain worth 4VP or more from your Victory Pile <i>(including an Army of the Dead)</i> to enter the city. If you didn't have any, each player gains a Wound.
<br>Attack: 12+
<br>VP: 6
<br>
<br><i>Hela's Cloak</i>
<br><b>Fight</b>: Rescue 4 Bystanders. Hela captures this card as a <i>'Villainous Weapon</i>'.
<br>---
<br><b>Artifact</b> - Once during each player's turn, if you would gain a Wound, you may draw a card instead.
<br><b>Attack</b>: +2
<br>
<br><i>The Nightsword</i>
<br><b>Fight</b>: Rescue 4 Bystanders. Hela captures this card as a <i>'Villainous Weapon</i>'.
<br>---
<br><b>Thrown Artifact</b> - When you throw this, you get <i>'Bridge Conqueror 3</i>'.
<br><b>Attack</b>: +3
<br>
<br><i>Seize Bifrost, The Rainbow Bridge</i>
<br><b>Fight</b>: Reveal the top card of the Villain Deck. If it's a Villain, that Villain enters the Bridge or Streets, if one of those spaces is empty.
<br>
<br><i>Naglfar, Longship of Fingernails</i>
<br><b>Fight</b>: The player on your right reveals the Villain from their Victory Pile that's worth the most VP. That Villain enters the Bridge or Streets, if one of those spaces is empty.
<br>"	Heroes of Asgard	Hela, Goddess of Death	Mastermind

"<font size='4'>Belasco, Demon Lord of Limbo</font>
<br>Belasco gets +Attack equal to the number of non-grey Heroes in the KO pile, divided by the number of players <i>(round down)</i>.
<br><b>Always Leads</b>: Demons of Limbo
<br><b>Master Strike</b>: <i>'Sunlight</i>': Each player KOs a non-grey Hero from their discard pile. '''Moonlight''': Each player has a '''Waking Nightmare'''. KO Heroes discarded this way.
<br>Attack: 9+
<br>VP: 6
<br>
<br><font size='4'>Epic Belasco</font>
<br>Belasco gets +Attack equal to the number of non-grey Heroes in the KO pile, divided by the number of players <i>(round down)</i>.
<br><b>Always Leads</b>: Demons of Limbo
<br><b>Master Strike</b>: <i>'Sunlight</i>': Each player KOs two non-grey Heroes from their discard pile. '''Moonlight''': Each player has two '''Waking Nightmares'''. KO Heroes discarded this way.
<br>Attack: 10+
<br>VP: 6
<br>
<br><i>A Demon's Mercy</i>
<br><b>Fight</b>: Each other player KOs a non-grey Hero from their hand or discard pile.
<br>
<br><i>Bargain for Souls</i>
<br><b>Fight</b>: Reveal cards from the Hero Deck equal to the number of players. Gain one of them and KO the rest.
<br>
<br><i>Rescue from Limbo</i>
<br><b>Fight</b>: You may KO one of your non-grey Heroes or a non-grey Hero from your discard pile. If you do, gain a Hero from the KO pile.
<br>
<br><i>Cleaving Demonblade</i>
<br><b>Fight</b>: Each player chooses a different card in the HQ. Then KO all chosen cards.
<br>"	New Mutants	Belasco, Demon Lord of Limbo	Mastermind

"<font size='4'>Emma Frost, The White Queen</font>
<br>During your turn, Emma Frost gets +1 Attack for each grey Hero you have.
<br><b>Always Leads</b>: Hellions
<br><b>Master Strike</b>: Stack this Strike next to Emma Frost. Then each player has a <i>'Waking Nightmare</i>' for each Strike stacked here.
<br>Attack: 8+
<br>VP: 6
<br>
<br><font size='4'>Epic Emma Frost</font>
<br>During your turn, Emma Frost gets +2 Attack for each grey Hero you have.
<br><b>Always Leads</b>: Hellions
<br><b>Master Strike</b>: Stack this Strike next to Emma Frost. Then each player has a <i>'Waking Nightmare</i>' for each Strike stacked here, then one more '''Waking Nightmare'''.
<br>Attack: 9+
<br>VP: 6
<br>
<br><i>Tempting Bargain</i>
<br><b>Fight</b>: You may play the top card of the Villain Deck. If you do, you get +5 Recruit.
<br>
<br><i>Psychic X-Men Link</i>
<br><b>Fight</b>: Each other player has a <i>'Waking Nightmare</i>'. Each of those players who did not discard an X-Men Hero this way gains a Wound.
<br>
<br><i>Assume Diamond Form</i>
<br><b>Fight</b>: Emma Frost cannot be fought again until the start of your next turn.
<br>
<br><i>Contempt for Weakness</i>
<br><b>Fight</b>: Put a 0-cost Hero from the KO pile on top of each other player's deck.
<br>
<br>"	New Mutants	Emma Frost, The White Queen	Mastermind

"<font size='4'>Magus</font>
<br>Magus gets +1 Attack for each Villain in the city that has any Shards.
<br><b>Always Leads</b>: Universal Church of Truth
<br><b>Master Strike</b>: If there are already any Villains with Shards in the city, each player gains a Wound. Then this Strike enters the city as a ""Cosmic Wraith"" Villain with 4 Attack worth 4 VP. Then put a Shard on each Villain in the city.
<br>Attack: 9+
<br>VP: 6
<br>
<br><font size='4'>Epic Magus</font>
<br>Magus gets +2 Attack for each Villain in the city that has any Shards.
<br><b>Always Leads</b>: Universal Church of Truth
<br><b>Master Strike</b>: If there are already any Villains with Shards in the city, each player gains a Wound to the top of their deck. Then this Strike enters the city as a ""Cosmic Wraith"" Villain with 6 Attack worth 6 VP. Then put a Shard on each Villain in the city.
<br>Attack: 11+
<br>VP: 6
<br>
<br><i>Dark Side of Adam Warlock</i>
<br><b>Fight</b>: Magus gains a Shard. Then Magus takes a Shard from each other player that does not reveal a <img src=""red.png""> Hero.
<br>
<br><i>Seize Cosmic Power</i>
<br><b>Fight</b>: Magus takes a Shard from each Villain in the city. Then the Villain with the highest Attack gains a Shard.
<br>
<br><i>Conjured Shade of Thanos</i>
<br><b>Fight</b>: Rescue 4 Bystanders. This Tactic enters the city as a Villain. Then each Villain in the city gains a Shard. (You win when the Mastermind has no more Tactics stacked under it.)
<br>
<br><i>Resurrected as the Child Magus</i>
<br><b>Fight</b>: Until the start of your next turn, Magus can only be fought with Recruit instead of Attack.
<br>"	Into the Cosmos	Magus	Mastermind

"<font size='4'>The Grandmaster</font>
<br><b>Always Leads</b>: Elders of the Universe
<br><b>Master Strike</b>: Reveal the top card of the Hero Deck then put it back. <i>'Contest of Champions</i>' for that card's color(s). Each player that loses gains a Wound. If the Grandmaster wins, he gains a Shard.
<br>Attack: 10
<br>VP: 6
<br>
<br><font size='4'>Epic Grandmaster</font>
<br>Evil adds +2 to its final total in every <b>Contest of Champions</b> caused by any card.
<br><b>Always Leads</b>: Elders of the Universe
<br><b>Master Strike</b>: Reveal the top card of the Hero Deck then put it back. <i>'Contest of Champions</i>' for that card's color(s). Each player that loses gains a Wound. If the Grandmaster wins, he gains 2 Shards.
<br>Attack: 11
<br>VP: 6
<br>
<br><i>Deal With Death</i>
<br><b>Fight</b>: <i>'Contest of Champions</i>' <img src=""red.png"">, with Evil selecting from 4 cards from the Hero Deck. Each other player that loses must KO a non-grey Hero from their discard pile. If you win, you may gain a non-grey Hero from the KO pile. If the Grandmaster wins, he gains a Shard.
<br>
<br><i>Galactic Marathon</i>
<br><b>Fight</b>: <i>'Contest of Champions</i>' <img src=""yellow.png"">, with Evil selecting from 4 cards from the Hero Deck. Each other player that loses must discard down to four cards. If you win, draw two cards. If the Grandmaster wins, he gains 2 Shards.
<br>
<br><i>Cheat Against Thanos</i>
<br><b>Fight</b>: <i>'Contest of Champions</i>' <img src=""blue.png"">, with Evil selecting from 4 cards from the Hero Deck. Each other player that loses must KO half the Bystanders (round up) from their Victory Pile. If you win, rescue three Bystanders. If the Grandmaster Wins, he gains 3 Shards.
<br>
<br><i>Match Offenders vs. Defenders</i>
<br><b>Fight</b>: <i>'Contest of Champions</i>' <img src=""green.png"">, with Evil selecting from 4 cards from the Hero Deck. Each other player that loses must gain a 0-cost card from the KO pile. If you win, reveal the top four cards of your deck, KO any number of them, and put the rest back in any order. If the Grandmaster wins, he gains 4 Shards.
<br>"	Into the Cosmos	The Grandmaster	Mastermind

"<font size='4'>The Beyonder</font>
<br><b>Cosmic Threat</b> for cards that cost 5 or more.
<br><b>Always Leads</b>: From Beyond
<br><b>Master Strike</b>: Each player reveals a card that costs 5 or more or gains a Wound. Then put this Strike under an HQ space (that doesn't already have a Strike) pulling that space into a Pocket Dimension. To recruit a card from a Pocket Dimension, you must pay 1 Attack for each Pocket Dimension in play.
<br>Attack: 21*
<br>VP: 7
<br>
<br><font size='4'>Epic Beyonder</font>
<br><b>Cosmic Threat</b> for cards that cost 6 or more.
<br><b>Always Leads</b>: From Beyond
<br><b>Master Strike</b>: Each player reveals a card that costs 6 or more or gains a Wound. Then put this Strike under an HQ space (that doesn't already have a Strike) pulling that space into a Pocket Dimension. To recruit a card from a Pocket Dimension, you must pay 1 Attack for each Pocket Dimension in play.
<br>Attack: 24*
<br>VP: 7
<br>
<br><i>Playthings of a Petulant God</i>
<br><b>Fight</b>: Each other player reveals their hand and KOs a card from their hand or discard pile with the same card name as any card in a Pocket Dimension.
<br>
<br><i>Dimensional Collapse</i>
<br><b>Fight</b>: Destroy an HQ space that's in a Pocket Dimension. (That space doesn't refill.) To mark this, turn the Hero there face down. The Pocket Dimension card stays in play.
<br>
<br><i>Pull Earth Into The Beyond</i>
<br><b>Fight</b>: Rescue four Bystanders. Put this card above the Sewers, pulling it into a Pocket Dimension. To fight a Villain there, you must also pay 1 Attack for each Pocket Dimension in play.
<br>
<br><i>Create the Secret Wars</i>
<br><b>Fight</b>: Choose a team (e.g. S.H.I.E.L.D., Avengers, X-Men, Guardians of the Galaxy, etc.), <i>'Contest of Champions</i>' for that team icon, with Evil selecting from 4 cards from the Hero Deck. Each other player that loses gains a Wound. If you win, the player of your choice gains a Hero from a Pocket Dimension.
<br>
<br>"	Into the Cosmos	The Beyonder	Mastermind

"<font size='4'>Maximus the Mad</font>
<br><b>Highest Abomination</b>
<br><b>Always Leads</b>: Inhuman Rebellion
<br><b>Master Strike</b>: Reveal one of Maximus' remaining Mastermind Tactics at random. Use its Fight effect, then shuffle it back into those Tactics.
<br>Attack: 8+
<br>VP: 6
<br>
<br><font size='4'>Epic Maximus the Mad</font>
<br><b>Double Highest Abomination</b>
<br><b>Always Leads</b>: Inhuman Rebellion
<br><b>Master Strike</b>: Reveal two different Tactics at random from Maximus' remaining Mastrmind Tactics. Then use each of those fight effects in the order that you revealed them. Then shuffle them back into those Tactics.
<br>Attack: 9+
<br>VP: 6
<br>
<br><i>Echo-Tech Chorus Sentries</i>
<br><b>Fight</b>: Each player KOs one of their <img src=""silver.png""> or Inhumans Heroes or gains a Wound.
<br>[size=8]<i>Maximus Boltagon harnessed Black Bolt's sonic powers into technology, then turned them against him.</i>[/size]
<br>
<br><i>Sieve of Secrets</i>
<br><b>Fight</b>: Each player reveals the top 6 cards of their deck, discards all the non-grey Heroes revealed, and puts the rest back in any order.
<br>
<br><i>Seize the Inhuman Throne</i>
<br><b>Fight</b>: Each player discards down to 4 cards. Maximus gains the <i>'Throne's Favor</i>'. If he already has it, he spends it and each player discards down to 3 cards.
<br>
<br><i>Terrigen Bomb</i>
<br><b>Fight</b>: Put each Hero from the HQ that doesn't have a printed Attack of 2 or more on the bottom of the Hero Deck. Maximus gains the <i>'Throne's Favor</i>'. If he already had it, he spends it and each player KOs one of their non-grey Heroes with an Attack icon.
<br>"	Realm of Kings	Maximus the Mad	Mastermind

"<font size='4'>Emperor Vulcan of the Shi'ar</font>
<br>Vulcan gets +3 Attack while he has the <b>Throne's Favor</b>.
<br><b>Always Leads</b>: Shi'ar Imperial Elite
<br><b>Master Strike</b>: Each player that doesn't have the <i>'Throne's Favor</i>' gains a Wound. Then Vulcan gains the '''Throne's Favor'''.
<br>Attack: 10+
<br>VP: 6
<br>
<br><font size='4'>Epic Emperor Vulcan</font>
<br>Vulcan gets +5 Attack while he has the <b>Throne's Favor.</b>
<br><b>Always Leads</b>: Shi'ar Imperial Elite
<br><b>Master Strike</b>: Each player that doesn't have the <i>'Throne's Favor</i>' gains a Wound to the top of their deck. Then Vulcan gains the '''Throne's Favor'''.
<br>Attack: 12+
<br>VP: 6
<br>
<br><i>Blast Every Form of Energy</i>
<br><b>Fight</b>: If you have the <i>'Throne's Favor</i>', you may KO a card you played this turn, and you may KO a card from your discard pile.
<br>Then Vulcan gains the <b>Throne's Favor</b>.
<br>
<br><i>Vast Wealth of the Shi'ar</i>
<br><b>Fight</b>: If you have the <i>'Throne's Favor</i>', you get +4 Recruit.
<br>Then Vulcan gains the <b>Throne's Favor</b>.
<br>[size=8]<i>The brother of Cyclops and Havok, Vulcan is the only Earhborn mutant ever to take the Shi'ar throne.</i>[/size]
<br>
<br><i>Contempt for Weakness</i>
<br><b>Fight</b>: If Vulcan has the <i>'Throne's Favor</i>', each other player discards each of their cards that costs 2 or less.
<br>Then you gain the <b>Throne's Favor</b>.
<br>
<br><i>Solar Cage</i>
<br><b>Fight</b>: If Vulcan has the <i>'Throne's Favor</i>', each other player shuffles a Wound from the Wound Stack and a non-grey Hero from their hand into their deck.
<br>Then you gain the <b>Throne's Favor</b>.
<br>"	Realm of Kings	Emperor Vulcan of the Shi'ar	Mastermind

"<font size='4'>Annihilus</font>
<br><b>Mass Momentum 2</b>
<br><b>Always Leads</b>: Annihilation Wave <i>(1 player: Use 6 Henchmen.)</i>
<br><b>Master Strike</b>: Reveal the top card of the Villain Deck. If it's a Bystander, Annihilus captures it. If it's a Villain, it enters the city, captures a Bystander, and moves forward an extra space <i>(before doing any Ambush ability)</i>.
<br>Attack: 10+
<br>VP: 6
<br>
<br><font size='4'>Epic Annihilus</font>
<br><b>Mass Momentum 4</b>
<br><b>Always Leads</b>: Annihilation Wave. Add an extra Villain Group <i>(even for 1 player.)</i>
<br><b>Master Strike</b>: Play a card from the Villain Deck. If it's a Villain, play a second card from the Villain Deck.
<br>Attack: 12+
<br>VP: 6
<br>
<br><i>Deploy the Planet Killer</i>
<br><b>Fight</b>: If this is not the final tactic, if Weaponized Galactus is in the city, he escapes. If Weaponized Galactus wasn't in the city and wasn't in any victory pile, then he enters the city from the villain deck and you shuffle the villain deck.
<br>
<br><i>The Cosmic Control Rod</i>
<br><b>Fight</b>: Each other player reveals the top three cards of their deck and KOs the highest-cost hero that is revealed this way and puts the rest back in any order.
<br>
<br><i>Surging Annihilation</i>
<br><b>Fight</b>: Check all Annihilation Wave villains from each other player's victory pile. The one worth the most VP enters the city, and that player rescues bystanders equal to that villain's VP.
<br>
<br><i>Pull Into the Negative Zone</i>
<br><b>Fight</b>: The cost of each hero currently in the HQ gets -2 this turn.
<br>[size=8]<i>He's got a really negative attitude.</i>[/size]"	Annihilation	Annihilus	Mastermind

"<font size='4'>Kang the Conqueror</font>
<br>Kang has <b>Conqueror 2</b> for each city space under a Time Incursion. <i>(He benefits from Villains there.)</i> Villains under a Time Incursion get +2 Attack.
<br><b>Always Leads</b>: Timelines of Kang
<br><b>Master Strike</b>: This Strike becomes a ""Time Incursion."" Put it above the rightmost city space that doesn't yet have a Time Incursion.
<br>Attack: 8+
<br>VP: 6
<br>
<br><font size='4'>Epic Kang the Conqueror</font>
<br>Kang has <b>Conqueror 3</b> for each city space under a Time Incursion. <i>(He benefits from Villains there.)</i> Villains under a Time Incursion get +3 Attack.
<br><b>Always Leads</b>: Timelines of Kang
<br><b>Master Strike</b>: This Strike becomes a ""Time Incursion."" Put it above the rightmost city space that doesn't yet have a Time Incursion. If there are any Villains in any Time Incursions, each player gains a Wound.
<br>Attack: 10+
<br>VP: 6
<br>
<br><i>Savior From Another Timeline</i>
<br><b>Fight</b>: You may gain a Hero from any HQ space under a Time Incursion. Send it as a <i>'Man or Woman Out of Time</i>'.
<br>
<br><i>Pull From the Future</i>
<br><b>Fight</b>: Reveal the top two cards of the Villain Deck. Choose a Villain revealed this way to enter an empty city space under a Time Incursion. Put the rest back in any order.
<br>
<br><i>Iron Lad Grows Up to Become Kang</i>
<br><b>Fight</b>: If this is not the final Tactic: Each player reveals their hand. You choose a card named ""Iron Lad"" from the Escape Pile, or from <i>'Man Out of Time</i>', or from any player's hand or discard pile or that you played this turn. Shuffle Iron Lad into Kang's Tactics as a Mastermind Tactic that says ""'''Fight''': Gain this as a Hero.""
<br>
<br><i>Leap Into the Timestream</i>
<br><b>Fight</b>: If this is not the final Tactic: Take another turn after this one. Don't play a card from the Villain Deck at the start of that turn.
<br>"	Annihilation	Kang the Conqueror	Mastermind

"<font size='4'>Lady Deathstrike</font>
<br><b>Always Leads</b>: Reavers
<br><b>Master Strike</b>: If she is <i>'Preying</i>' on a player, '''Finish the Prey'''. Otherwise, '''Prey''' on the fewest <img src=""yellow.png"">.
<br><b>Finish the Prey</b>: That player gains two Wounds. Each other player discards two cards. (1-player game: Instead, gain a Wound and discard a card.)
<br>Attack: 8
<br>VP: 6
<br>
<br><font size='4'>Epic Lady Deathstrike</font>
<br><b>Always Leads</b>: Reavers
<br><b>Master Strike</b>: If she is <i>'Preying</i>' on a player, '''Finish the Prey'''. Then, whether she is preying or not, '''Prey''' on the fewest <img src=""yellow.png"">.
<br><b>Finish the Prey</b>: That player gains Wounds to the top and bottom of thir deck. Each other player discards down to three cards. (1-player game: Instead, gain a Wound and discard two cards.)
<br>Attack: 11
<br>VP: 6
<br>
<br><i>Cybernetic Healing Factor</i>
<br><b>Fight</b>: If this is not the final Tactic, and if Lady Deathstrike was not <i>'Preying</i>' on a player: KO up to two of your Heroes, rescue 4 Bystanders, and shuffle this Tactic back into her remaining Tactics.
<br>
<br><i>Prey on the Weak</i>
<br><b>Fight</b>: Each Villain that's <i>'Preying</i>' on a player '''Finishes the Prey'''. After those have all entered the city, then each Villain in the city with a '''""Prey""''' Ambush does that Ambush, starting from the Sewers.
<br>
<br><i>Relentless Assassin</i>
<br><b>Fight</b>: If Lady Deathstrike was not <i>'Preying</i>' on a player, each other player reveals their hand. She '''Preys''' on the one of those players with the fewest non-grey Heroes.
<br>
<br><i>Stretching Adamantium Claws</i>
<br><b>Fight</b>: You may KO one of your Heroes. If you have a <img src=""yellow.png""> Hero, you may instead KO up to two of you Heroes.
<br>"	Messiah Complex	Lady Deathstrike	Mastermind

"<font size='4'>Bastion, Fused Sentinel</font>
<br>All Sentinel Masterminds get +1 Attack for each Master Strike in the KO pile, even after Bastion is defeated.
<br><b>Always Leads</b>: Purifiers and any Sentinel Henchmen Group.
<br><b>Master Strike</b>: A card from the Bystander Stack ascends to become a 3 Attack ""Prime Sentinel"" Mastermind with ""<i>'Fight</i>': Rescue this. '''Master Strike''': Each player reveals the top card of their deck and discards it if it costs 1 or more.""
<br>Attack: 4+
<br>VP: 6
<br>
<br><font size='4'>Epic Bastion, Fused Sentinel</font>
<br>All Sentinel Masterminds get +1 Attack for each Master Strike in the KO pile, even after Bastion is defeated.
<br><b>Always Leads</b>: Purifiers and any Sentinel Henchmen Group.
<br><b>Master Strike</b>: A card from the Bystander Stack ascends to become a 4 Attack ""Prime Sentinel"" Mastermind with ""<i>'Fight</i>': Rescue this. '''Master Strike''': Each player reveals the top card of their deck and KOs it if it costs 1 or more.""
<br>Attack: 6+
<br>VP: 6
<br>
<br><i>Master Mold, Sentinel Factory</i>
<br><b>Fight</b>: Rescue three Bystanders. KO one of your Heroes. Master Mold ascends to become an additional Mastermind whose only ability is:
<br>---
<br><b>Master Strike</b>: A Sentinel Henchman from the Villain Deck enters the city. Shuffle the Villain Deck.
<br>Attack: 4+
<br>
<br><i>Template, Infected Sentinel</i>
<br><b>Fight</b>: Rescue three Bystanders. KO one of your Heroes. Template ascends to become an additional Mastermind whose only ability is:
<br>---
<br><b>Master Strike</b>: Each player reveals a <img src=""red.png""> Hero or discards one of their non-grey Heroes.
<br>Attack: 5+
<br>
<br><i>Nimrod, Future Sentinel</i>
<br><b>Fight</b>: Rescue three Bystanders. KO one of your Heroes. Nimrod ascends to become an additional Mastermind whose only abilities are:
<br>---
<br><b>Master Strike</b>: Choose Recruit or Attack. Each player discards a card with the chosen icon.
<br>Attack: 6+
<br>
<br><i>Machine Man, Sentinel Supreme</i>
<br><b>Fight</b>: Rescue three Bystanders. KO one of your Heroes. Machine Man ascends to become an additional Mastermind whose only ability is:
<br>---
<br><b>Master Strike</b>: Each player reveals a <img src=""silver.png""> Hero or gains a Wound.
<br>Attack: 7+
<br>"	Messiah Complex	Bastion, Fused Sentinel	Mastermind

"<font size='4'>Exodus</font>
<br>You may pay 3 Recruit any number of times to <b>Shatter</b> Exodus.
<br><b>Always Leads</b>: Acolytes
<br><b>Master Strike</b>: Choose X-Men, X-Force, X-Factor, or Brotherhood. Each player discards one of those Heroes or gains a Wound.
<br>Attack: 32*
<br>VP: 7
<br>
<br><font size='4'>Epic Exodus</font>
<br>Any number of times, you may <b>Shatter</b> Exodus by spending 2 Recruit pules 1 Recruit for each Immortlity stacked here.
<br><b>Always Leads</b>: Acolytes
<br><b>Master Strike</b>: Stack this Strike next to Exodus as an ""Immortality."" Choose X-Men, X-Force, X-Factor, or Brotherhood. Each player KOs one of those Heroes or gains a Wound to the top of their deck.
<br>Attack: 36*
<br>VP: 7
<br>
<br><i>Unite All Mutantkind</i>
<br><b>Fight</b>: Each other player chooses one of their X-Men, X-Force, X-Factor, or Brotherhood Heroes to enter the city as a Villain with Attack equal to its cost and ""<i>'Fight</i>': Gain this as a Hero."" If no card enters the city this way, then each player gains a Wound.
<br>
<br><i>Omega-Level Mutant</i>
<br><b>Fight</b>: Each other player reveals their hand, discards all their cards that cost 1 or more, then draws that many cards.
<br>
<br><i>Avalon, Asteroid Haven</i>
<br><b>Fight</b>: You may gain a X-Men, X-Force, X-Factor, or Brotherhood Hero from the HQ. Each other player discards two cards that aren't any of those teams.
<br>
<br><i>Resurrect the Dead</i>
<br><b>Fight</b>: Choose a player. That player gains a X-Men, X-Force, X-Factor, or Brotherhood from the KO pile, then chooses a Non-Henchmen Villain from their Victory Pile to enter the city.
<br>"	Messiah Complex	Exodus	Mastermind

"<font size='4'>Dormammu</font>
<br><b>Always Leads</b>: Lords of the Netherworld
<br><b>Master Strike</b>: Each player makes a <i>'Demonic Bargain</i>' with Dormammu to discard down to four cards.
<br>Attack: 11
<br>VP: 6
<br>
<br><font size='4'>Epic Dormammu</font>
<br><b>Always Leads</b>: Lords of the Netherworld
<br><b>Master Strike</b>: Each player reveals the top card of their deck and discards it if it costs 0. Then each player makes a <i>'Demonic Bargain</i>' with Dormammu to discard down to three cards.
<br>Attack: 13
<br>VP: 6
<br>
<br><i>Barter for Souls</i>
<br><b>Fight</b>: Choose a player to make a <i>'Demonic Bargain</i>' with Dormammu to gain a Hero from the HQ that costs 6 or less.
<br>
<br><i>Flames of Regency</i>
<br><b>Fight</b>: Each other player makes a <i>'Demonic Bargain</i>' with Dormammu to discard a card with an Attack icon.
<br>
<br><i>Demonic Hellfire</i>
<br><b>Fight</b>: Each other player makes a <i>'Demonic Bargain</i>' with Dormammu to KO a non-grey Hero from their discard pile.
<br>
<br><i>Torments of the Dark Dimension</i>
<br><b>Fight</b>: Each other player makes a <i>'Demonic Bargain</i>' with Dormammu to gain a 0-cost Hero from the KO pile.
<br>"	Doctor Strange and the Shadows of Nightmare	Dormammu	Mastermind

"<font size='4'>Nightmare</font>
<br>When you fight Nightmare in the <b>Astral Plane</b>, instead of revealing a Tactic, KO one of your Heroes and Nightmare moves to the Mastermind Space.
<br><b>Always Leads</b>: Fear Lords
<br><b>Master Strike</b>: Nightmare enters the <i>'Astral Plane</i>'. If he was already there, each player discards a random card.
<br><b>Escape</b>: Each player KOs one of their non-grey Heroes. Nightmare moves to the Mastermind space.
<br>Attack: 6
<br>VP: 6
<br>
<br><font size='4'>Epic Nightmare</font>
<br>When you fight Nightmare in the <b>Astral Plane</b>, instead of revealing a Tactic, KO one of your Heroes and Nightmare moves to the Mastermind Space.
<br><b>Always Leads</b>: Fear Lords
<br><b>Master Strike</b>: Nightmare enters the <i>'Astral Plane</i>'. If he was already there, each player discards two random cards.
<br><b>Escape</b>: Each player KOs one of their non-grey Heroes. Nightmare moves to the Mastermind space.
<br>Attack: 8
<br>VP: 6
<br>
<br><i>Don’t Fall Asleep</i>
<br><b>Fight</b>: Each other player discards two cards with Recruit icons. Nightmare enters the <i>'Astral Plane</i>'.
<br>
<br><i>Dream Weaver</i>
<br><b>Fight</b>: For each of your <img src=""blue.png""> Heroes, rescue a Bystander. Nightmare enters the <i>'Astral Plane</i>'.
<br>
<br><i>Night Terrors</i>
<br><b>Fight</b>: Each other player reveals a <img src=""red.png""> Hero or gains a Wound. Nightmare enters the <i>'Astral Plane</i>'.
<br>
<br><i>Deadly Waking Nightmares</i>
<br><b>Fight</b>: Each other player KOs one of their non-grey Heroes. Each player who KO'd a Hero this way draws a card. Nightmare enters the <i>'Astral Plane</i>'.
<br>"	Doctor Strange and the Shadows of Nightmare	Nightmare	Mastermind

"<font size='4'>Ronan the Accuser</font>
<br><b>Always Leads</b>: Followers of Ronan
<br><b>Master Strike</b>: Each player discards a card at random. Ronan captures this Strike as a ""Necrocraft Ship"" <i>'Villainous Weapon</i>' that gives '''+1''' Attack. When you gain a Necrocraft ship, it becomes a '''Triggered Artifact''' that says ""Whenever a Master Strike is completed, draw a card.""
<br>Attack: 6
<br>
<br><font size='4'>Epic Ronan the Accuser</font>
<br><b>Always Leads</b>: Followers of Ronan
<br><b>Master Strike</b>: Each player with six or more cards in hand discards two cards at random. Ronan captures this Strike as a ""Necrocraft Ship"" <i>'Villainous Weapon</i>' that gives '''+2''' Attack. When you gain a Necrocraft ship, it becomes a '''Triggered Artifact''' that says ""Whenever a Master Strike is completed, draw a card.""
<br>Attack: 7
<br>
<br><i>Hood of the Accuser</i>
