mmtext	text
Ultron	"<font size='4'>Ultron</font>

<b>Always Leads</b>: Ultron's Legacy
<b>Master Strike</b>: Each player reveals a https://cf.geekdo-static.com/mbs/mb_26287_0.png Hero or puts a non-grey Hero from their discard pile into a ""Threat Analysis pile"" next to Ultron. Ultron is <i>'Empowered</i>' by each color in his Threat Analysis pile.
Attack: 9+
VP: 6

<font size='4'>Epic Ultron</font>

<b>Always Leads</b>: Ultron's Legacy
<b>Master Strike</b>: Each player reveals a https://cf.geekdo-static.com/mbs/mb_26287_0.png Hero or puts a non-grey Hero from their discard pile into a ""Threat Analysis pile"" next to Ultron. Ultron is <i>'Triple Empowered</i>' by each color in his Threat Analysis pile.
Attack: 10+
VP: 6

<i>Arrogant Blindspot</i>
<b>Fight</b>: You may gain a Hero from Ultron's Threat Analysis pile.

<i>Paralyzing Encephalo-Ray</i>
<b>Fight</b>: Each other player reveals their hand and discards each card that has the same card name as any card in Ultron's Threat Analysis pile.

<i>Predictive Analysis</i>
<b>Fight</b>: Put the top three cards of the Hero Deck into Ultron's Threat Analysis pile.

<i>Self-Repairing Legions</i>
<b>Fight</b>: Each other player in turn reveals a https://cf.geekdo-static.com/mbs/mb_26287_0.png Hero or puts an Ultron's Legacy Villain from the Victory Pile into an empty city space.
"
Morgan Le Fay	"<font size='4'>Morgan Le Fay</font>

<b>Chivalrous Duel</b>
<b>Always Leads</b>: Queen's Vengeance
<b>Master Strike</b>: Each player in turn reveals a https://cf.geekdo-static.com/mbs/mb_26283_0.png Hero or gains a 0-cost Hero or Wound from the KO pile.
Attack: 7*
VP: 6


<font size='4'>Epic Morgan Le Fay</font>

<b>Chivalrous Duel</b>
<b>Always Leads</b>: Queen's Vengeance
<b>Master Strike</b>: Each player in turn gains a Wound, then gains a 0-cost Hero from the KO pile.
Attack: 9*
VP: 6

<i>Reverse the Flow of Time</i>
<b>Fight</b>: For the rest of the game, players take turns in the opposite order around the table.

<i>Sorcerous Blasts</i>
<b>Fight</b>: Each other player discards a https://cf.geekdo-static.com/mbs/mb_26283_0.png Hero or gains a Wound.

<i>Stolen Tomes of Merlin</i>
<b>Fight</b>: You get +4 Recruit usable only for recruiting https://cf.geekdo-static.com/mbs/mb_26283_0.png and/or https://cf.geekdo-static.com/mbs/mb_26285_0.png Heroes.

<i>Transmogrify</i>
<b>Fight</b>: Each other player in turn KOs a non-grey Hero from their discard pile, then gains a card from the KO pile that has a lower cost.


"
Hybrid	"<font size='4'>Hybrid</font>
If you fight Hybrid while he's bonded to a Villain, defeat that Villain and rescue three Bystanders instead of taking a Tactic.
<b>Always Leads</b>: Life Foundation
<b>Master Strike</b>: A Villain from the city <i>'Symbiote Bonds</i>' with Hybrid, If Hybrid was already bonded, then each player gains a Wound instead.
<b>Attack</b>: 6
<b>VP</b>: 6

<font size='4'>Epic Hybrid</font>
If you fight Hybrid while he's bonded to a Villain, defeat that Villain and rescue three Bystanders instead of taking a Tactic.
<b>Always Leads</b>: Life Foundation
<b>Master Strike</b>: The highest Attack unbonded Villain from the city and/or Escape Pile <i>'Symbiote Bonds</i>' with Hybrid. If no new bond could occur, then each player gains a Wound instead.
<b>Attack</b>: 8
<b>VP</b>: 6

Alien Awakening
<b>Fight</b>: If this is not the final tactic, a Henchman Villain from any Victory Pile <i>'Symbiote Bonds</i>' with Hybrid.

Escaped Monstrosity
<b>Fight</b>: If this is not the final Tactic, a Villain from the city or Escape Pile <i>'Symbiote Bonds</i>' with Hybrid.

Life Foundation Research
<b>Fight</b>: You get +1 Recruit for each Life Foundation Villain in your Victory Pile.

Symbiotic Call
<b>Fight</b>: If this is not the final Tactic, reveal the top four cards of the Villain Deck. A Henchman Villain you revealed <i>'Symbiote Bonds</i>' with Hybrid. Put the rest back in any order.
"
Poison Thanos	"<font size='4'>Poison Thanos</font>
Poison Thanos gets +1 Attack for each different cost among cards in his ""Poisoned Souls"" pile.
<b>Always Leads</b>: Poisons
<b>Master Strike</b>: Each player reveals their hand and puts one of their non-grey Heroes next to Thanos in a ""Poisoned Souls: pile.
<b>Attack</b>: 12+
<b>VP</b>: 7

<font size='4'>Epic Poison Thanos</font>
Poison Thanos gets +2 Attack for each different cost among cards in his ""Poisoned Souls"" pile.
<b>Always Leads</b>: Poisons
<b>Master Strike</b>: Each player reveals their hand and puts half (round up) of their non-grey Heroes net to Thanos in a ""Poisoned Souls"" pile. Each player that lost no Heroes this way gains a Wound.
<b>Attack</b>: 13+
<b>VP</b>: 7

Desperate Rescue
<b>Fight</b>: You may gain a Hero from Poison Thanos' ""Poisoned Souls"" pile.

Poisoned Loyalties
<b>Fight</b>: Each other player puts a Poisons card from their discard pile into Poison Thanos' ""Poisoned Souls"" pile.

Searing Poisons
<b>Fight</b>: Each other player discards a Poisons card from their hand or gains a Wound.

Soul Seize
<b>Fight</b>: Put all Heroes that cost 5 or more from the HQ into Poison Thanos' ""Poisoned Souls"" pile.


"
J. Jonah Jameson	"<font size='4'>J. Jonah Jameson</font>

<b>Start of Game</b>: Put 2 S.H.I.E.L.D. Officers per player into a face down ""Angry Mobs"" stack.
<b>Special Rules</b>: You can spend 4 Attack to reveal a random Angry Mob and put it into any player's discard pile. You can't fight J. Jonah Jameson while he has Angry Mobs.
<b>Always Leads</b>: Spider-Slayers
<b>Master Strike</b>: Each player <i>'Investigates</i>' their deck for a card and puts it into the Angry Mobs stack.
Attack: 4*
VP: 5

<font size='4'>Epic J. Jonah Jameson</font>

<b>Start of Game</b>: Put 3 S.H.I.E.L.D. Officers per player into a face down ""Angry Mobs"" stack.
<b>Special Rules</b>: You can spend 5 Attack to reveal a random Angry Mob and put it into any player's discard pile. You can't fight J. Jonah Jameson while he has Angry Mobs.
<b>Always Leads</b>: Spider-Slayers
<b>Master Strike</b>: Each player <i>'Investigates</i>' their deck for a card and puts it into the Angry Mobs stack. If that card cost 0, that player gains a Wound.
Attack: 5*
VP: 5

Incite Violent Riots
<b>Fight</b>: Each player puts a Wound from the Wound Stack into the Angry Mobs stack.

Promote Spider-Slayer Security
<b>Fight</b>: Each other player puts a Spider-Slayer from their Victory Pile into the Angry Mobs stack. When a Spider-Slayer is revealed from the Angry Mobs, it enters the city.

Slanderous Editorial
<b>Fight</b>: Each other player <i>'Investigates</i>' their deck for a non-grey Hero and puts it into the Angry Mobs stack. Players reveal all the cards they investigated.

That Menace Spider-Man!
<b>Fight</b>: Each other player reveals their hand and discard a Spider-Friends Hero. Any player who cannot must instead put a non-grey card from their hand into the Angry Mobs stack.


"
Grim Reaper	"<font size='4'>Grim Reaper</font>
Grim Reaper gets +1 Attack for each Location card in the city.
<b>Always Leads</b>: Lethal Legion
<b>Master Strike</b>: This Strike enters the city as a 7 Attack ""Graveyard"" Location that says ""This gets +2 Attack while there's a Villain here."" It's Worth 5VP.
Attack: 8+
VP: 6

<font size='4'>Epic Grim Reaper</font>
Grim Reaper gets +2 Attack for each Location card in the city.
<b>Always Leads</b>: Lethal Legion
<b>Master Strike</b>: This Strike enters the city as an 8 Attack ""Graveyard"" Location that says ""This gets +3 Attack while there's a Villain here."" It's worth 6VP. Then, if there are at least three Location cards in the city, each player gains a Wound.
Attack: 9+
VP: 6

<i>Carnival of Concussions</i>
<b>Fight</b>: If this was not already a <i>'Location</i>', draw three cards, and this card enters the city as a Location with this ability:
Whenever you fight a Villain here, each other player KOs a Bystander from their Victory Pile.

<i>Cult of Skulls</i>
<b>Fight</b>: If this was not already a <i>'Location</i>', KO up to two cards from your discard pile, and this card enters the city as a Location with this ability:
Whenever you fight a Villain here, each other player reveals their hand and discards a non-grey card.

<i>Maze of Bones</i>
<b>Fight</b>: If this was not already a <i>'Location</i>', look at the top four cards of your deck, KO any number of them, and put the rest back in any order. Then this card enters the city as a Location with this ability:
Whenever you fight a Villain here, each other player gains a Wound.

<i>Prison of Coffins</i>
<b>Fight</b>: If this was not already a <i>'Location</i>', you get +5 Recruit, and this card enters the city as a Location with this ability:
Whenever you fight a Villain here, each other player puts a Villain from their Victory Pile into the Escape Pile.
"
Mandarin	"<font size='4'>Mandarin</font>
All Mandarin's Rings get +1 Attack. 
Mandarin gets -1 Attack for each Mandarin's Ring among all players' Victory Piles. (-3 Attack for each in solo.)
<b>Always Leads</b>: Mandarin's Rings
<b>Master Strike</b>: Each player chooses a Mandarin's Ring from their Victory Pile to enter the city. Any player who didn't have a Ring gains a Wound instead.
Attack: 16*
VP: 6

<font size='4'>Epic Mandarin</font>
All Mandarin's Rings get +2 Attack. 
Mandarin gets -2 Attack for each Mandarin's Ring among all players' Victory Piles. (-6 Attack for each in solo.)
<b>Always Leads</b>: Mandarin's Rings
<b>Master Strike</b>: Each player chooses a Mandarin's Ring from their Victory Pile to enter the city. Any player who didn't have a Ring gains a Wound to the top of their deck instead.
Attack: 26*
VP: 6

<i>Circles Unbroken</i>
<b>Fight</b>: Draw a card for each Mandarin's Ring in your Victory Pile.

<i>Dragon of Heaven Spaceship</i>
<b>Fight</b>: If this was not already a <i>'Location</i>', KO up to two of your Heroes, and this card enters the city as a Location with this ability:
Whenever you fight a Villain here, each other player reveals their hand and KOs one of their non-grey Heroes.
<b>Fight</b>: KO up to two of your Heroes.

<i>Intertwining Powers</i>
<b>Fight</b>: Each other player without at least two Mandarin's Rings in their Victory Pile gains a Wound.

<i>Rings Seek Their True Hand</i>
<b>Fight</b>: Each other player reveals a https://cf.geekdo-static.com/mbs/mb_26287_0.png Hero or puts a Mandarin's Ring from their Victory Pile into the Escape Pile.
"
The Hood	"<font size='4'>The Hood</font>
<b>Dark Memories</b>
<b>Always Leads</b>: Hood's Gang
<b>Master Strike</b>: Each player reveals the top 6 cards of their deck, discards all the non-grey Heroes revealed, and puts the rest back in any order.
Attack: 9+
VP: 6

<font size='4'>Epic Hood</font>
 <b>Double Dark Memories</b>
<b>Always Leads</b>: Hood's Gang
<b>Master Strike</b>: Each player discards their deck, then shuffles 6 random grey cards from their discard pile to form their new deck.
Attack: 10+
VP: 6

<i>Demonic Revelation</i>
<b>Fight</b>: Each other player reveals their hand and discards a non-grey Hero.

<i>Focus Magic Through Guns</i>
<b>Fight</b>: Each other player reveals a https://cf.geekdo-static.com/mbs/mb_26283_0.png Hero or discards a card.
Then each other player reveals a https://cf.geekdo-static.com/mbs/mb_26287_0.png Hero or gains a Wound.

<i>Paean to Dormammu</i>
<b>Fight</b>: Each other player discards their deck.

<i>The Hood's Warehouse</i>
<b>Fight</b>: If this was not already a <i>'Location</i>', rescue 4 Bystanders, and this card enters the city as a Location with this ability:
When you fight a Villain here, play another card from the Villain Deck.

"
Hydra High Council	"<font size='4'>Hydra High Council</font>

<i>Red Skull</i>
Red Skull gets +1 Attack for each two <b>Hydra Levels</b>.
<b>Always Leads</b>: Hydra Elite
<b>Start Game: Adapt</b>.
<b>Master Strike</b>: Each player KOs one of their non-grey Heroes. <i>'Adapt</i>'.
<b>Fight</b>: KO one of your grey Heroes. <i>'Adapt</i>'.
Attack: 7+
VP: 6

<i>Viper</i>
Viper gets +1 Attack for each Hydra Villain in the city.
<b>Master Strike</b>: If there are any Hydra Villains in the city, each player gains a Wound. <i>'Adapt</i>'.
<b>Fight</b>: Discard any number of cards, then draw that many cards. <i>'Adapt</i>'.
Attack: 9+
VP: 6

<i>Arnim Zola</i>
Arnim Zola gets + Attack equal to the total printed Attack of all heroes in the HQ.
<b>Master Strike</b>: Each player discards two Heroes with Attack icons. <i>'Adapt</i>'.
<b>Fight</b>: You may gain a Hero from the HQ with an Attack icon. <i>'Adapt</i>'.
Attack: 6+
VP: 6

<i>Baron Helmut Zemo</i>
Baron Helmut Zemo gets -1 Attack for each Villain in your Victory Pile.
<b>Master Strike</b>: Each player KOs a Hydra Villain from their Victory Pile or gains a Wound. <i>'Adapt</i>'.
<b>Fight</b>: Each other player KOs a Hydra Villain from their Victory Pile or gains a Wound. <i>'Adapt</i>'.
Attack: 16*
VP: 6
"
Hydra Super-Adaptoid	"<font size='4'>Hydra Super-Adaptoid</font>

<i>Black Widow's Bite</i>
<b>Always Leads</b>: A.I.M. Hydra Offshoot
<b>Start Game: Adapt</b>.
<b>Master Strike</b>: Each player KOs two Bystanders from their Victory Pile or gains a Wound. <i>'Adapt</i>'.
<b>Fight</b>: For each of your https://cf.geekdo-static.com/mbs/mb_26283_0.png Heroes, rescue a Bystander. <i>'Adapt</i>'.
Attack: 8
VP: 6

<i>Captain America's Shield</i>
<b>Master Strike</b>: Each player reveals an https://cf.geekdo-static.com/mbs/mb_26284_0.png Hero or discards their hand and draws four cards. <i>'Adapt</i>'.
<b>Fight</b>: You get +1 Recruit for each color of Hero you have (including grey). <i>'Adapt</i>'.
Attack: 10
VP: 6

<i>Iron Man's Armor</i>
<b>Master Strike</b>: Each player reveals a https://cf.geekdo-static.com/mbs/mb_26287_0.png Hero or discards down to 3 cards. <i>'Adapt</i>'.
<b>Fight</b>: Count you https://cf.geekdo-static.com/mbs/mb_26287_0.png Heroes, then draw that many cards. <i>'Adapt</i>'.
Attack: 12
VP: 6

<i>Thor's Hammer</i>
<b>Master Strike</b>: Each player reveals a https://cf.geekdo-static.com/mbs/mb_26285_0.png Hero or gains a Wound. <i>'Adapt</i>'.
<b>Fight</b>: For each of your https://cf.geekdo-static.com/mbs/mb_26286_0.png Heroes, KO one of your Heroes. <i>'Adapt</i>'.
Attack: 14
VP: 6

"
Malekith the Accursed	"<font size='4'>Malekith the Accursed</font>
<b>Always Leads</b>: Dark Council
<b>Master Strike</b>: Malekith captures a <i>'Villainous Weapon</i>' from the city or from any player's control or discard pile. Then this Master Strike enters the city as a '''Villainous Weapon''' called ""Darkspear"" that gives +2 Attack. When you gain a Darkspear, it becomes a '''Thrown Artifact''' that gives +2 Attack when thrown.
Attack: 8
VP: 6

<font size='4'>Epic Malekith the Accursed</font>
<b>Always Leads</b>: Dark Council
<b>Master Strike</b>: Malekith captures a <i>'Villainous Weapon</i>' from the city, then captures one from any player's control or discard pile. Then this Master Strike enters the city as a '''Villainous Weapon''' called ""Darkspear"" that gives +3 Attack. When you gain a Darkspear, it becomes a '''Thrown Artifact''' that gives +2 Attack when thrown.
Attack: 10
VP: 6

<i>Black Hammer of the Accursed</i>
<b>Fight</b>: Rescue 4 Bystanders. Malekith captures a <i>'Villainous Weapon</i>' from the city or from any player's control or discard pile. The this Tactic enters the city as a '''Villainous Weapon'''.
---
<b>Artifact</b> - Once per turn, you may KO a Hero from your discard pile.
<b>Attack</b>: +4

<i>Dagger of Living Abyss</i>
<b>Fight</b>: Rescue 4 Bystanders. Malekith captures a <i>'Villainous Weapon</i>' from the city or from any player's control or discard pile. The this Tactic enters the city as a '''Villainous Weapon'''.
---
<b>Artifact</b> - Once per turn, you may defeat a Villain worth 2VP or less.
<b>Attack</b>: +2

<i>The Hunting Horn of Faerie</i>
<b>Fight</b>: Rescue 4 Bystanders. Malekith captures a <i>'Villainous Weapon</i>' from the city or from any player's control or discard pile. The this Tactic enters the city as a '''Villainous Weapon'''.
---
<b>Artifact</b> - Once per turn, draw a card.
<b>Attack</b>: +3

<i>Vulnerable to Cold Iron</i>
<b>Fight</b>: You get +2 Recruit for each https://cf.geekdo-static.com/mbs/mb_26287_0.png Hero you have.
"
Hela, Goddess of Death	"<font size='4'>Hela, Goddess of Death</font>
<b>Bridge Conqueror 5,</b> <i>'Streets Conqueror 5</i>'
<b>Always Leads</b>: Omens of Ragnarok
<b>Master Strike</b>: This Strike enters the city as a 5 Attack ""Army of the Dead"" Villain worth 3VP. Then choose a Villain worth 3VP or more from your Victory Pile <i>(including an Army of the Dead)</i> to enter the city. If you didn't have any, each player gains a Wound.
Attack: 10+
VP: 6

<font size='4'>Epic Hela, Goddess of Death</font>
<b>Bridge Conqueror 6,</b> <i>'Streets Conqueror 6,</i>' '''Rooftops Conqueror 6'''
<b>Always Leads</b>: Omens of Ragnarok
<b>Master Strike</b>: This Strike enters the city as a 6 Attack ""Army of the Dead"" Villain worth 4VP. Then choose a Villain worth 4VP or more from your Victory Pile <i>(including an Army of the Dead)</i> to enter the city. If you didn't have any, each player gains a Wound.
Attack: 12+
VP: 6

<i>Hela's Cloak</i>
<b>Fight</b>: Rescue 4 Bystanders. Hela captures this card as a <i>'Villainous Weapon</i>'.
---
<b>Artifact</b> - Once during each player's turn, if you would gain a Wound, you may draw a card instead.
<b>Attack</b>: +2

<i>The Nightsword</i>
<b>Fight</b>: Rescue 4 Bystanders. Hela captures this card as a <i>'Villainous Weapon</i>'.
---
<b>Thrown Artifact</b> - When you throw this, you get <i>'Bridge Conqueror 3</i>'.
<b>Attack</b>: +3

<i>Seize Bifrost, The Rainbow Bridge</i>
<b>Fight</b>: Reveal the top card of the Villain Deck. If it's a Villain, that Villain enters the Bridge or Streets, if one of those spaces is empty.

<i>Naglfar, Longship of Fingernails</i>
<b>Fight</b>: The player on your right reveals the Villain from their Victory Pile that's worth the most VP. That Villain enters the Bridge or Streets, if one of those spaces is empty.
"
Belasco, Demon Lord of Limbo	"<font size='4'>Belasco, Demon Lord of Limbo</font>
Belasco gets +Attack equal to the number of non-grey Heroes in the KO pile, divided by the number of players <i>(round down)</i>.
<b>Always Leads</b>: Demons of Limbo
<b>Master Strike</b>: <i>'Sunlight</i>': Each player KOs a non-grey Hero from their discard pile. '''Moonlight''': Each player has a '''Waking Nightmare'''. KO Heroes discarded this way.
Attack: 9+
VP: 6

<font size='4'>Epic Belasco</font>
Belasco gets +Attack equal to the number of non-grey Heroes in the KO pile, divided by the number of players <i>(round down)</i>.
<b>Always Leads</b>: Demons of Limbo
<b>Master Strike</b>: <i>'Sunlight</i>': Each player KOs two non-grey Heroes from their discard pile. '''Moonlight''': Each player has two '''Waking Nightmares'''. KO Heroes discarded this way.
Attack: 10+
VP: 6

<i>A Demon's Mercy</i>
<b>Fight</b>: Each other player KOs a non-grey Hero from their hand or discard pile.

<i>Bargain for Souls</i>
<b>Fight</b>: Reveal cards from the Hero Deck equal to the number of players. Gain one of them and KO the rest.

<i>Rescue from Limbo</i>
<b>Fight</b>: You may KO one of your non-grey Heroes or a non-grey Hero from your discard pile. If you do, gain a Hero from the KO pile.

<i>Cleaving Demonblade</i>
<b>Fight</b>: Each player chooses a different card in the HQ. Then KO all chosen cards.
"
Emma Frost, The White Queen	"<font size='4'>Emma Frost, The White Queen</font>
During your turn, Emma Frost gets +1 Attack for each grey Hero you have.
<b>Always Leads</b>: Hellions
<b>Master Strike</b>: Stack this Strike next to Emma Frost. Then each player has a <i>'Waking Nightmare</i>' for each Strike stacked here.
Attack: 8+
VP: 6

<font size='4'>Epic Emma Frost</font>
During your turn, Emma Frost gets +2 Attack for each grey Hero you have.
<b>Always Leads</b>: Hellions
<b>Master Strike</b>: Stack this Strike next to Emma Frost. Then each player has a <i>'Waking Nightmare</i>' for each Strike stacked here, then one more '''Waking Nightmare'''.
Attack: 9+
VP: 6

<i>Tempting Bargain</i>
<b>Fight</b>: You may play the top card of the Villain Deck. If you do, you get +5 Recruit.

<i>Psychic X-Men Link</i>
<b>Fight</b>: Each other player has a <i>'Waking Nightmare</i>'. Each of those players who did not discard an X-Men Hero this way gains a Wound.

<i>Assume Diamond Form</i>
<b>Fight</b>: Emma Frost cannot be fought again until the start of your next turn.

<i>Contempt for Weakness</i>
<b>Fight</b>: Put a 0-cost Hero from the KO pile on top of each other player's deck."
