id	setup
5533	"Replace Earth's Leaders with Killbots
5
18
0
Dr. Doom
HYDRA|Life Foundation
Doombot Legion
Magik (SW1)|Wasp (AM)|Daredevil Noir (N)|Scarlet Spider (PTT)|Fantastic Four United (ANH)"
5534	"Symbiotic Absorption
11
2
0
Kang the Conqueror - epic
Wasteland|Timelines of Kang|Mojoverse
HYDRA Base
Polaris (XM)|Cannonball (XM)|Loki (V)|Caiera (WW)|Quasar (ITC)
Wasteland Hulk"
5535	"Predict Future Crime
6
2
0
Odin
Enemies of Asgard|X-Men '92|Defenders
Asgardian Warriors
Man-Thing (D)|Mockingbird (AOS)|Wiccan (CW)|Squirrel Girl (D)|Thor (B)"
5536	"Steal the Weaponized Plutonium
8
2
0
Dr. Strange
Defenders|Radiation|Salvagers
HYDRA Base
Beast (SW2)|Gladiator Hulk (WW)|Amadeus Cho (WW)|Stingray (DP)|Enchantress (V)"
5537	"Cage Villains in Power-Suppressing Cells
8
2
0
Kang the Conqueror - epic
Timelines of Kang|Wrecking Crew
Multiple Man
Solo (DP)|Venom Rocket (VE)|Thing (FF)|Beast (XM)|Speed (R)"
5538	"Dark Reign of H.A.M.M.E.R. Officers
7
2
0
Thanos
Infinity Gems|Subterranea
Shi'ar Patrol Craft
Elsa Bloodstone (SW2)|Dr. Punisher, Soldier Supreme (SW2)|Ghost Rider (DC)|Black Panther (SW1)|Yondu (ITC)"
5539	"United States Split by Civil War
10
2
0
Onslaught
Dark Descendants|Great Lakes Avengers
S.H.I.E.L.D. Assault Squad
Gambit (B)|Venom (VE)|Namor, the Sub-Mariner (SW1)|Ronin (R)|Hellcat (R)"
5540	"S.H.I.E.L.D. vs. HYDRA War
7
2
0
Galactus
Hydra Elite|Heralds of Galactus
Circus of Crime
Gwenpool (CH)|Man-Thing (D)|Soulsword Colossus (SW2)|Gorgon (ROK)|Mysterio (V)"
5541	"Secret Invasion of the Skrull Shapeshifters
8
2
0
Shiklah, the Demon Bride
Skrulls|Monster Metropolis
Universal Church of Truth
Cannonball (XM)|Greithoth, Breaker of Wills (FI)|Phyla-Vell (ITC)|Storm (B)|Agent X-13 (C75)|Ruby Summers (SW2)"
5542	"Ragnarok, Twilight of the Gods
11
2
0
Onslaught
Dark Descendants|Manhattan (Earth-1610)
Phalanx
Terrible Jean Grey (SW2)|Green Goblin (V)|Venompool (VE)|Black Widow (B)|Hellcat (R)"
5543	"Flood the Planet with Melted Glaciers
8
2
0
Dr. Doom
Hood's Gang|Evil Deadpool Corpse
Doombot Legion
Gambit (B)|Phoenix Force Cyclops (SW2)|Ant-Man (AM)|Happy Hogan (HC)|Wolverine (B)"
5544	"Mutating Gamma Rays
7
2
0
Fin Fang Foom - epic
Monsters Unleashed|Mojoverse
Maggia Goons
Black Panther (SW1)|Miek, The Unhived (WW)|Howard the Duck (D)|Thanos (SW1)|High-Tech Spider-Man (HC)
Bruce Banner (WW)"
5545	"X-Men Danger Room Goes Berserk
8
2
0
Professor X
X-Men First Class|Dark Avengers
Multiple Man
Greithoth, Breaker of Wills (FI)|Hawkeye (B)|Black Bolt (SW1)|Gorgon (ROK)|Spider-Woman (PTT)"
5546	"World War Hulk
9
2
0
Uru-Enchanted Iron Man
The Mighty|Masters of Evil
Khonshu Guardians
Quicksilver (R)|Man-Thing (D)|Nul, Breaker of Worlds (FI)|Ghost Rider (DC)|Peter Parker (CW)
Adrian Toomes|The Red King|Ultron"
5547	"Invasion of the Venom Symbiotes
8
2
0
Kang the Conqueror
Timelines of Kang|Uncanny X-Men
S.H.I.E.L.D. Assault Squad|Cytoplasm Spikes
Captain Britain (SW2)|Punisher (DC)|Juggernaut (V)|Warlock (NM)|Maximus (SW1)"
5548	"Graduation at Xavier's X-Academy
8
2
0
Dr. Strange
Defenders|Masters of Evil
Sakaaran Hivelings
Symbiote Spider-Man (PTT)|Captain Mar-Vell (ITC)|Viv Vision (CH)|Mirage (NM)|Ruby Summers (SW2)"
5549	"Forge the Infinity Gauntlet
8
2
0
Mandarin
Infinity Gems|Dark Avengers
Mandarin's Rings
Corvus Glaive (SW2)|Mockingbird (AOS)|Solo (DP)|Luke Cage (CW)|Punisher (DC)"
5550	"Devolve with Xerogen Crystals
5
2
0
Evil Deadpool
Evil Deadpool Corpse|Enemies of Asgard
Cops|Universal Church of Truth
Dr. Strange (SW1)|Phoenix Force Cyclops (SW2)|Hulk (B)|Tigra (CW)|Moon Knight (PTT)
Cops"
5551	"Invasion of the Venom Symbiotes
8
2
0
The Grandmaster
Elders of the Universe|Limbo
Hellfire Cult|Spider-Infected
Dr. Octopus (V)|Skadi (FI)|Greithoth, Breaker of Wills (FI)|Namora (WW)|Cannonball (XM)"
5552	"Five Families of Crime
8
2
0
Mandarin - epic
Uncanny Avengers|Shadow-X|Defenders|Manhattan (Earth-1610)
Mandarin's Rings
Silk (SW2)|Dazzler (XM)|Skadi (FI)|War Machine (R)|Namora (WW)"
5553	"Save Humanity
8
2
0
Authoritarian Iron Man
Superhuman Registration Act|Hellions
Maggia Goons
Thanos (SW1)|Mirage (NM)|Rogue (B)|Terrible Jean Grey (SW2)|Iron Man Noir (N)"
5554	"Organized Crime Wave
8
2
0
Shadow King
Shadow-X|Defenders
Maggia Goons
Hulkling (CW)|Storm & Black Panther (CW)|Happy Hogan (HC)|Professor X (DC)|Gamora (GG)"
5555	"Pulse Waves from the Negative Zone
9
2
0
Ultron - epic
Ultron's Legacy|Monsters Unleashed
HYDRA Base
Carnage (VE)|Rocket Raccoon (GG)|Deadpool (B)|Quicksilver (R)|Captain Britain (SW2)"
5556	"Massive Earthquake Generator
8
2
0
M.O.D.O.K.
Intelligencia|Illuminati
Shi'ar Death Commandos
Polaris (XM)|Amadeus Cho (WW)|Iceman (DC)|Viv Vision (CH)|Iron Fist (DC)"
5557	"Paralyzing Venom
6
2
0
Misty Knight
Heroes for Hire|Subterranea
Magma Men
Gorgon (ROK)|Bruce Banner (WW)|Beta Ray Bill (HOA)|Beast (XM)|Super-Skrull (ANH)"
5558	"Build an Underground MegaVault Prison
8
2
10
Adrian Toomes
Salvagers|Zola's Creations
Savage Land Mutates
Phoenix Force Cyclops (SW2)|The Captain and the Devil (SW2)|Black Bolt (ROK)|Phyla-Vell (ITC)|Magneto (V)"
5559	"Fall of the Hulks
10
2
12
Shiklah, the Demon Bride
Monster Metropolis|Poisons
Thor Corps
Bruce Banner (WW)|Nul, Breaker of Worlds (FI)|Black Knight (AM)|Mysterio (V)|Ultimate Spider-Man (SW1)"
5560	"Deadpool Wants A Chimichanga
6
12
0
Nimrod, Super Sentinel
Sentinel Territories|Timelines of Kang
Maggia Goons
Wolverine (B)|Phyla-Vell (ITC)|Tony Stark (HC)|Karnak (ROK)|Magik (SW1)"
5561	"Massive Earthquake Generator
8
2
0
Zombie Green Goblin
The Deadlands|Hood's Gang
M.O.D.O.K.s
Venom (V)|Silver Surfer (FF)|Mr. Fantastic (FF)|No-Name, Brood Queen (WW)|Venomized Dr. Strange (VE)"
5562	"Build an Army of Annihilation
9
2
0
M.O.D.O.K.
Intelligencia|Thunderbolts
Savage Land Mutates
Skaar, Son of Hulk (WW)|Colossus (DC)|Legion (XM)|Jean Grey (DC)|Mystique (V)
Sakaaran Hivelings"
5563	"Unleash the Power of the Cosmic Cube
8
2
0
Magus - epic
Life Foundation|Superhuman Registration Act
Universal Church of Truth
Wolfsbane (NM)|Aurora & Northstar (XM)|Tigra (CW)|Peter's Allies (HC)|Venomized Dr. Strange (VE)"
5564	"Infiltrate the Lair with Spies
8
2
0
The Red King
Sakaar Imperial Guard|Sinister Six
Death's Heads
Dr. Punisher, Soldier Supreme (SW2)|Elsa Bloodstone (SW2)|Ghost Rider (DC)|Gambit (B)|Iron Man (B)"
5565	"The Demon Bear Saga
8
2
0
Arnim Zola
Demons of Limbo|Zola's Creations
Sapien League
Dazzler (XM)|Heralds of Galactus (ANH)|Wolverine (DC)|Moon Knight (PTT)|Stingray (DP)"
5566	"House of M
8
2
0
Evil Deadpool
Evil Deadpool Corpse|Deadpool's ""Friends""
Multiple Man
Karma (NM)|Wolfsbane (NM)|Apocalyptic Kitty Pryde (SW1)|Havok (XM)|Black Cat (PTT)|Hulk (B)"
5567	"Intergalactic Kree Nega-Bomb
8
2
0
Shiklah, the Demon Bride
Monster Metropolis|Hellfire Club
Death's Heads
Domino (DC)|Ms. America (D)|Black Cat (PTT)|Forge (DC)|Phoenix Force Cyclops (SW2)"
5568	"Everybody Hates Deadpool
6
2
0
Red Skull
HYDRA|Masters of Evil (WWII)
Multiple Man
Slapstick (DP)|Blade (DC)|Iron Man (B)|Punisher (DC)|Luke Cage Noir (N)"
5569	"War of Kings
11
2
0
Authoritarian Iron Man
Superhuman Registration Act|Uncanny X-Men
M.O.D.O.K.s
Juggernaut (V)|Caiera (WW)|Wasp (AM)|Soulsword Colossus (SW2)|Silver Surfer (FF)"
5570	"Invincible Force Field
7
2
0
Pagliacci - epic
Wrecking Crew|From Beyond
M.O.D.O.K.s
The Warriors Three (HOA)|Korg (WW)|Proxima Midnight (SW1)|Cloak & Dagger (CW)|Elsa Bloodstone (SW2)"
5571	"Save Humanity
8
2
0
Carnage
Maximum Carnage|Sinister Six
Sentinel
Colossus (DC)|Juggernaut (V)|Darkhawk (R)|Stingray (DP)|Gambit (B)"
5572	"Forge the Infinity Gauntlet
8
2
0
Charles Xavier, Professor of Crime
Infinity Gems|X-Men Noir
Maggia Goons
Ultron (V)|Mirage (NM)|Scarlet Witch (R)|Banshee (XM)|Venompool (VE)"
5573	"Scavenge Alien Weaponry
7
2
0
Hela, Goddess of Death - epic
Omens of Ragnarok|Sisterhood of Mutants
Sapien League|S.H.I.E.L.D. Assault Squad
Iron Man (B)|Captain Marvel (SW1)|Deadpool (B)|Nerkkod, Breaker of Oceans (FI)|Phyla-Vell (ITC)
S.H.I.E.L.D. Assault Squad"
5574	"Brainwash the Military
7
2
0
Dr. Strange
Defenders|MLF
Cape-Killers
Bullseye (V)|Thing (FF)|Brainstorm (ANH)|Black Swan (SW2)|Valkyrie (HOA)"
5575	"Turn the Soul of Adam Warlock
14
2
0
Mandarin
Celestials|Wrecking Crew
Mandarin's Rings
Tony Stark (HC)|Cable (DC)|Kingpin (V)|Deadpool (DP)|Photon (R)"
5576	"Master of Tyrants
8
2
0
Emma Frost, The White Queen
Hellions|Vulture Tech
Asgardian Warriors
Cannonball (XM)|Wonder Man (AM)|Daredevil Noir (N)|Beast (XM)|X-23 (XM)
Adrian Toomes|Belasco, Demon Lord of Limbo|Grim Reaper"
5577	"Secret Wars
8
2
0
Baron Helmut Zemo
Thunderbolts|Sinister Six
Multiple Man
Ms. America (D)|Maximus (SW1)|Namor, the Sub-Mariner (SW1)|Dr. Punisher, Soldier Supreme (SW2)|Gamora (GG)"
5578	"Explosion at the Washington Monument
8
2
0
Loki
Enemies of Asgard|U-Foes
Sakaaran Hivelings
Angel Noir (N)|Speed (R)|Old Man Logan (SW1)|Ruby Summers (SW2)|Mirage (NM)"
5579	"Horror of Horrors
6
2
0
Malekith the Accursed
Dark Council|Manhattan (Earth-1610)
Spider-Infected
Venom (VE)|Man-Thing (D)|Scarlet Spider (PTT)|Deathlok (AOS)|Caiera (WW)"
5580	"United States Split by Civil War
10
2
0
Deathbird - epic
Shadow-X|A.I.M., Hydra Offshoot
Shi'ar Death Commandos
Daredevil Noir (N)|Goliath (CW)|Nerkkod, Breaker of Oceans (FI)|Heralds of Galactus (ANH)|Skadi (FI)"
5581	"Build an Underground MegaVault Prison
8
2
10
Stryfe
MLF|Hydra Elite
Phalanx
Proxima Midnight (SW1)|Black Panther (SW1)|Beast (SW2)|Black Bolt (ROK)|Phyla-Vell (ITC)"
5582	"Earthquake Drains the Ocean
11
2
0
Ragnarok
Registration Enforcers|Shadow-X|Infinity Gems
Spider-Infected
Daredevil Noir (N)|Apocalyptic Kitty Pryde (SW1)|Skaar, Son of Hulk (WW)|Colossus (DC)|Luke Cage Noir (N)"
5583	"S.H.I.E.L.D. vs. HYDRA War
7
2
0
J. Jonah Jameson - epic
A.I.M., Hydra Offshoot|CSA Special Marshals
Spider-Slayer
Cable (DC)|Medusa (ROK)|She-Hulk (WW)|Spider-Gwen (SW2)|Sentry (WW)"
5584	"Dark Reign of H.A.M.M.E.R. Officers
7
2
0
Maximus the Mad
Inhuman Rebellion|Skrulls
Thor Corps
Kuurth, Breaker of Stone (FI)|Punisher (DC)|Professor X (DC)|Goliath (CW)|Brainstorm (ANH)"
5585	"Unleash the Power of the Cosmic Cube
8
2
0
Hydra High Council
Hydra Elite|Four Horsemen
Doombot Legion
Gambit (B)|Nul, Breaker of Worlds (FI)|Spider-Man Noir (N)|Cable (DC)|Gladiator Hulk (WW)"
5586	"X-Men Danger Room Goes Berserk
8
2
0
Magneto
Brotherhood|S.H.I.E.L.D. Elite
Shi'ar Patrol Craft
Nova (CH)|Black Widow (B)|Luke Cage (CW)|Deathlok (AOS)|Captain Britain (SW2)"
5587	"Secret HYDRA Corruption
9
2
0
Stryfe
MLF|S.H.I.E.L.D. Elite
Sakaaran Hivelings
Ultimate Spider-Man (SW1)|Havok (XM)|Stingray (DP)|Mockingbird (AOS)|Terrible Jean Grey (SW2)"
5588	"Imprison Unregistered Superhumans
11
2
0
Zombie Green Goblin
The Deadlands|Utopolis
Sakaaran Hivelings
Black Bolt (SW1)|Peter's Allies (HC)|Cloak & Dagger (CW)|War Machine (R)|Quasar (ITC)"
5589	"Silence the Witnesses
6
2
0
Onslaught - epic
Dark Descendants|Uncanny Avengers
Mandroid
Caiera (WW)|Rocket Raccoon (GG)|Legion (XM)|Gamora (GG)|Photon (R)"
5590	"Clash of the Monsters Unleashed
10
2
12
Professor X
X-Men First Class|Warbound
Spider-Infected
Totally Awesome Hulk (CH)|Green Goblin (V)|Joe Fixit, Grey Hulk (WW)|Cyclops (B)|Gorgon (ROK)"
5591	"Paralyzing Venom
6
2
0
Spider-Queen
Domain of Apocalypse|Intelligencia
Spider-Infected
Venom (VE)|Thor (B)|Mirage (NM)|Bullseye (V)|Hawkeye (B)"
5592	"Save Humanity
8
2
0
Hybrid - epic
Life Foundation|Dark Council
Cape-Killers
Hulkbuster Iron Man (WW)|Thanos (SW1)|Miek, The Unhived (WW)|Mirage (NM)|Hulk (B)"
5593	"Capture Baby Hope
8
2
0
Charles Xavier, Professor of Crime
X-Men Noir|Subterranea
Death's Heads
Bullseye (V)|Happy Hogan (HC)|Luke Cage (CW)|Spider-Gwen (SW2)|Nebula (ITC)"
5594	"Cage Villains in Power-Suppressing Cells
8
2
0
Onslaught
Dark Descendants|Radiation
Spider-Infected
Tony Stark (HC)|Captain Marvel (SW1)|Super-Skrull (ANH)|Luke Cage (CW)|Enchantress (V)"
5595	"Scavenge Alien Weaponry
7
2
0
Vulture
Vulture Tech|Code Red
Multiple Man|Phalanx
Agent Venom (SW2)|Hulkling (CW)|Hulk (B)|Hawkeye (B)|Carnage (VE)
Phalanx"
5596	"Hail Hydra
11
2
0
Immortal Emperor Zheng-Zhu
K'un-lun|Limbo
Cytoplasm Spikes
Steve Rogers, Director of S.H.I.E.L.D. (C75)|Magik (SW1)|No-Name, Brood Queen (WW)|Old Man Logan (SW1)|The Warriors Three (HOA)"
5597	"Change the Outcome of WWII
7
2
0
Emperor Vulcan of the Shi'ar
Shi'ar Imperial Elite|Limbo|Masters of Evil (WWII)
Doombot Legion
High-Tech Spider-Man (HC)|Venom (V)|Sabretooth (V)|Sentry (WW)|Caiera (WW)"
5598	"Change the Outcome of WWII
7
2
0
Baron Helmut Zemo
Thunderbolts|Queen's Vengeance|Spider-Foes
Cytoplasm Spikes
Corvus Glaive (SW2)|X-23 (XM)|Captain Mar-Vell (ITC)|Jessica Jones (D)|Wolverine (B)"
5599	"Capture Baby Hope
8
2
0
Charles Xavier, Professor of Crime
X-Men Noir|Kree Starforce
Ghost Racers
Joe Fixit, Grey Hulk (WW)|Crystal (ROK)|Nerkkod, Breaker of Oceans (FI)|Super-Skrull (ANH)|Squirrel Girl (D)"
5600	"Tornado of Terrigen Mists
10
2
0
Deathbird - epic
Heralds of Galactus|Maximum Carnage
Shi'ar Death Commandos
Venomized Dr. Strange (VE)|Kitty Pryde (XM)|Goliath (CW)|Gladiator Hulk (WW)|Enchantress (V)"
5601	"Imprison Unregistered Superhumans
11
2
0
Spider-Queen
Defenders|Kree Starforce
Spider-Infected
Captain America (Falcon) (C75)|Enchantress (V)|Nick Fury (B)|Hellcat (R)|Emma Frost (B)"
5602	"The Demon Bear Saga
8
2
0
Hydra Super-Adaptoid
Demons of Limbo|A.I.M., Hydra Offshoot
Thor Corps
Solo (DP)|Lady Thor (SW1)|Nebula (ITC)|Sentry (WW)|Elsa Bloodstone (SW2)"
5603	"Crush HYDRA
8
2
0
Belasco, Demon Lord of Limbo - epic
Demons of Limbo|Infinity Gems
Cytoplasm Spikes
Nova (CH)|Phyla-Vell (ITC)|Hawkeye (B)|Maximus (SW1)|Corvus Glaive (SW2)"
5604	"Imprison Unregistered Superhumans
11
2
0
Dr. Strange
Defenders|Dark Avengers
Cape-Killers
Phoenix Force Cyclops (SW2)|Green Goblin (V)|Wolverine (DC)|Juggernaut (V)|Arkon the Magnificent (SW2)"
5605	"The Kree-Skrull War
8
2
0
Loki
Skrulls|Kree Starforce
Thor Corps
Nebula (ITC)|Tony Stark (HC)|Patriot (CW)|Kuurth, Breaker of Stone (FI)|Elektra (DC)"
5606	"Sinister Ambitions
6
2
0
Maria Hill, Director of S.H.I.E.L.D.
S.H.I.E.L.D. Elite|Wrecking Crew
Cape-Killers
Aurora & Northstar (XM)|Spider-Man Noir (N)|Corvus Glaive (SW2)|Ultimate Spider-Man (SW1)|Ms. America (D)"
5607	"Explosion at the Washington Monument
8
2
0
Annihilus - epic
Annihilation Wave|Deadpool's ""Friends""|Deadpool's Secret Secret Wars
Savage Land Mutates
Nick Fury (B)|Super-Skrull (ANH)|Dr. Punisher, Soldier Supreme (SW2)|Ronan the Accuser (ITC)|Bishop (DC)"
5608	"Destroy the Nova Corps
9
2
0
Adrian Toomes
Salvagers|Streets of New York
Cops
Speedball (CW)|Deadpool (B)|Stingray (DP)|Colossus & Wolverine (XM)
Nova (ITC)"
5609	"Explosion at the Washington Monument
8
2
0
Belasco, Demon Lord of Limbo
Demons of Limbo|Sisterhood of Mutants
Hand Ninjas
The Captain and the Devil (SW2)|Dr. Strange (SW1)|Korg (WW)|Man-Thing (D)|Bruce Banner (WW)"
5610	"Ferry Disaster
9
2
0
J. Jonah Jameson
Radiation|Hellfire Club
Spider-Slayer
Moondragon (ITC)|Ruby Summers (SW2)|Happy Hogan (HC)|Wasp (AM)|Beast (XM)"
5611	"Transform Commuters into Giant Ants
8
2
0
Mole Man
Subterranea|Wasteland
Ghost Racers
Captain America 1941 (C75)|Magik (SW1)|Scarlet Spider (PTT)|Groot (GG)|X-23 (XM)"
5612	"X-Men Danger Room Goes Berserk
8
2
0
Illuminati, Secret Society
Illuminati|Annihilation Wave
Cops
Bruce Banner (WW)|Spider-Man (B)|Hiroim (WW)|Hellcat (R)|Hulkbuster Iron Man (WW)"
5613	"Build an Army of Annihilation
9
2
0
Professor X
X-Men First Class|Brotherhood
Multiple Man
Viv Vision (CH)|Deathlok (AOS)|High-Tech Spider-Man (HC)|Bishop (DC)|Aurora & Northstar (XM)
Cape-Killers"
5614	"Sinister Ambitions
6
2
0
The Goblin, Underworld Boss
Goblin's Freak Show|Heroes for Hire
Cape-Killers
Sunspot (NM)|Phoenix Force Cyclops (SW2)|Legion (XM)|Peter's Allies (HC)|Bishop (DC)"
5615	"Hypnotize Every Human
8
0
0
Authoritarian Iron Man
Superhuman Registration Act|Murderworld
Death's Heads|Cape-Killers
Dr. Strange (SW1)|Carnage (VE)|Valkyrie (HOA)|Kuurth, Breaker of Stone (FI)|Corvus Glaive (SW2)"
5616	"Cytoplasm Spike Invasion
10
2
0
Poison Thanos
Poisons|Hood's Gang
Spider-Slayer
Hulkling (CW)|Rocket Raccoon (GG)|Scarlet Spider (PTT)|Mirage (NM)|Aurora & Northstar (XM)"
5617	"Turn the Soul of Adam Warlock
14
2
0
Stryfe
MLF|Shadow-X
Asgardian Warriors
Patriot (CW)|Silk (SW2)|Black Swan (SW2)|Hercules (CW)|Cannonball (XM)"
5618	"Devolve with Xerogen Crystals
5
2
0
The Sentry
Aspects of the Void|Sisterhood of Mutants
Sentinel|Savage Land Mutates
Wonder Man (AM)|Mystique (V)|Ultimate Spider-Man (SW1)|Spider-Gwen (SW2)|Colossus (DC)
Sentinel"
5619	"The Legacy Virus
8
2
12
Red Skull
HYDRA|Uncanny Avengers
Khonshu Guardians
Man-Thing (D)|Magneto (V)|Aurora & Northstar (XM)|Lady Sif (HOA)|Mystique (V)"
5620	"Save Humanity
8
2
0
Magneto
Brotherhood|Black Order of Thanos
HYDRA Base
Iron Man (B)|Stingray (DP)|Namor, the Sub-Mariner (SW1)|Electro (V)|She-Hulk (WW)"
5621	"Corrupt the Next Generation of Heroes
8
2
0
Hela, Goddess of Death
Omens of Ragnarok|Demons of Limbo
S.H.I.E.L.D. Assault Squad
Mirage (NM)|Venomized Dr. Strange (VE)|Angel (DC)|Storm & Black Panther (CW)|Shang-Chi (SW2)"
5622	"Hail Hydra
11
2
0
Magus - epic
Deadpool's Secret Secret Wars|Dark Descendants
Universal Church of Truth
Iron Man Noir (N)|Man-Thing (D)|Quake (AOS)|Nova (CH)|Loki (V)"
5623	"Last Stand at Avengers Tower
6
2
0
Immortal Emperor Zheng-Zhu
K'un-lun|Spider-Foes
Hand Ninjas
Nova (ITC)|Silver Surfer (FF)|Captain Mar-Vell (ITC)|Black Panther (SW1)|Human Torch (FF)"
5624	"Build an Underground MegaVault Prison
8
2
10
Magneto
Brotherhood|Aspects of the Void
Cape-Killers
Namor, the Sub-Mariner (SW1)|Mr. Fantastic (FF)|Silk (SW2)|Iron Man Noir (N)|Wasp (AM)"
5625	"Weave a Web of Lies
7
2
0
Emperor Vulcan of the Shi'ar
Shi'ar Imperial Elite|Dark Descendants
Mandarin's Rings
Mirage (NM)|Mockingbird (AOS)|Electro (V)|Wolverine (B)|Human Torch (FF)"
5626	"Age of Ultron
11
2
0
Zombie Green Goblin
The Deadlands|Kree Starforce
Sentinel
Storm & Black Panther (CW)|Phyla-Vell (ITC)|No-Name, Brood Queen (WW)|Ruby Summers (SW2)|Speedball (CW)"
5627	"Nitro the Supervillain Threatens Crowds
8
2
0
Deathbird
Shi'ar Imperial Guard|Illuminati
Shi'ar Patrol Craft
Peter's Allies (HC)|Iron Man (B)|Thing (FF)|Totally Awesome Hulk (CH)|Bishop (DC)"
5628	"Reveal Heroes' Secret Identities
6
2
0
Charles Xavier, Professor of Crime
X-Men Noir|Dark Avengers
Savage Land Mutates
Black Cat (PTT)|Rocket Raccoon (GG)|Skirn, Breaker of Men (FI)|Black Bolt (SW1)|Karnak (ROK)|Warlock (NM)|Moondragon (ITC)"
5629	"Pull Reality Into the Negative Zone
8
2
0
The Red King
Sakaar Imperial Guard|Lethal Legion
Hand Ninjas
Daredevil (DC)|Crystal (ROK)|Venomized Dr. Strange (VE)|Quicksilver (R)|Soulsword Colossus (SW2)"
5630	"Invincible Force Field
7
2
0
Mojo - epic
Mojoverse|X-Men Noir
Phalanx
Karma (NM)|Super-Skrull (ANH)|Miek, The Unhived (WW)|Colossus (DC)|Corvus Glaive (SW2)"
5631	"House of M
8
2
0
The Sentry
Aspects of the Void|Great Lakes Avengers
Cytoplasm Spikes
Polaris (XM)|Professor X (DC)|Gambit (B)|Angel Noir (N)|Ronin (R)|Lady Thor (SW1)"
5632	"Earthquake Drains the Ocean
11
2
0
Arcade
Murderworld|Timelines of Kang|Elders of the Universe
The Brood
Steve Rogers, Director of S.H.I.E.L.D. (C75)|Domino (DC)|Terrible Jean Grey (SW2)|Daredevil (DC)|Forge (DC)"
5633	"Deadpool Kills the Marvel Universe
6
2
0
Uru-Enchanted Iron Man
The Mighty|Deadpool's ""Friends""
Phalanx
Deadpool (B)|Polaris (XM)|Captain Marvel (SW1)|Quicksilver (R)"
5634	"Deadpool Kills the Marvel Universe
6
2
0
Galactus
Heralds of Galactus|Enemies of Asgard
Thor Corps
Deadpool (B)|Nul, Breaker of Worlds (FI)|Stature (CW)|Spider-Gwen (SW2)"
5635	"Graduation at Xavier's X-Academy
8
2
0
Nick Fury
Avengers|Queen's Vengeance
Thor Corps
Black Panther (SW1)|Iron Fist (DC)|Ronan the Accuser (ITC)|Kingpin (V)|Terrible Jean Grey (SW2)"
5636	"Secret Empire of Betrayal
11
2
0
Baron Heinrich Zemo
Masters of Evil (WWII)|U-Foes
HYDRA Base
Valkyrie (HOA)|Moon Knight (PTT)|Deadpool (B)|Angel Noir (N)|Yondu (ITC)
Beast (XM)"
5637	"Cytoplasm Spike Invasion
10
2
0
Fin Fang Foom
Monsters Unleashed|Deadpool's Secret Secret Wars
Sentinel
Iceman (DC)|Daredevil (DC)|Legion (XM)|Skaar, Son of Hulk (WW)|Howard the Duck (D)"
5638	"Predict Future Crime
6
2
0
Illuminati, Secret Society
Illuminati|Enemies of Asgard|CSA Special Marshals
Hand Ninjas
The Captain and the Devil (SW2)|Ronan the Accuser (ITC)|Venomized Dr. Strange (VE)|Gladiator Hulk (WW)|Gamora (GG)"
5639	"Corrupt the Next Generation of Heroes
8
2
0
Maria Hill, Director of S.H.I.E.L.D.
S.H.I.E.L.D. Elite|Poisons
Cytoplasm Spikes
Jean Grey (DC)|Hiroim (WW)|Jubilee (XM)|Deadpool (DP)|Falcon (CW)"
5640	"Fragmented Realities
2*
2
0
Immortal Emperor Zheng-Zhu
K'un-lun|Uncanny Avengers|Uncanny X-Men
Savage Land Mutates
Wolverine (B)|Luke Cage (CW)|Venom (V)|Dr. Octopus (V)|Nick Fury (B)"
5641	"Transform Citizens Into Demons
8
0
0
Madelyne Pryor, Goblin Queen
Limbo|Demons of Limbo
M.O.D.O.K.s
Medusa (ROK)|Howard the Duck (D)|Luke Cage (CW)|Enchantress (V)|Mysterio (V)"
5642	"War of the Frost Giants
9
2
0
Mojo - epic
Mojoverse|Superhuman Registration Act
Sapien League
Moon Knight (PTT)|Nova (ITC)|Black Swan (SW2)|Hellcat (R)|Captain Marvel (SW1)"
5643	"The Fountain of Eternal Life
8
2
0
Loki
Enemies of Asgard|Infinity Gems
Death's Heads
Dr. Octopus (V)|Beast (SW2)|Dr. Punisher, Soldier Supreme (SW2)|Black Widow (B)|Speed (R)"
5644	"Annihilation: Conquest
11
2
0
Galactus
Heralds of Galactus|X-Men '92
Savage Land Mutates
Gwenpool (CH)|Happy Hogan (HC)|Loki (V)|Blade (DC)|Punisher (DC)|Stature (CW)"
5645	"Destroy the Nova Corps
9
2
0
Ragnarok
Registration Enforcers|Four Horsemen
Sakaaran Hivelings
Falcon (CW)|Solo (DP)|Amadeus Cho (WW)|Tony Stark (HC)
Nova (ITC)"
5646	"The Demon Bear Saga
8
2
0
Deathbird - epic
Demons of Limbo|Utopolis
Shi'ar Death Commandos
Captain America, Secret Avenger (CW)|Crystal (ROK)|Jean Grey (DC)|Dr. Octopus (V)|Amadeus Cho (WW)"
5647	"X-Cutioner's Song
8
0
0
Dr. Doom
Shi'ar Imperial Elite|Utopolis
Doombot Legion
Psylocke (XM)|Banshee (XM)|Warlock (NM)|Vision (CW)|Black Bolt (SW1)
Moon Knight (PTT)"
5648	"The Dark Phoenix Saga
10
2
0
Kang the Conqueror
Hellfire Club|Timelines of Kang
Cape-Killers
Enchantress (V)|Yondu (ITC)|Psi-Lord (ANH)|Hulk (B)|Karma (NM)"
