herotext	text	set	id	heroname
Rick Jones	"<font size='5'>Rick Jones</font>
<font size='3'><i></i></font>
<b>Hacktivist</b> (5 copies)
S.H.I.E.L.D.
https://cf.geekdo-static.com/mbs/mb_26287_0.png
2 Attack
https://cf.geekdo-static.com/mbs/mb_26287_0.png: Reveal the top card of your deck. If it's a S.H.I.E.L.D., draw it.
Cost: 3
<font size='1'><i>Rick jones has impressive skills even before life transformed him into a variety of superheroes.</i></font>

<b>Seek the Nega-Bands</b> (5 copies)
S.H.I.E.L.D.
https://cf.geekdo-static.com/mbs/mb_26284_0.png
2 Recruit
Reveal the top card of your deck. If it costs 3 or more, <i>Transform</i> this into Captain Marvel.
Cost: 4

Transformed
<b>Captain Marvel</b> (5 copies)
Avengers
https://cf.geekdo-static.com/mbs/mb_26285_0.png
2 Attack
Reveal the top card of your deck. If it costs 3 or more, draw it.
Cost: 5
<font size='1'><i>An alien Kree, Mar-Vell channels psionic energy into massive strength and psychic illusions.</i></font>

<b>Irradiated Blood</b> (3 copies)
S.H.I.E.L.D.
https://cf.geekdo-static.com/mbs/mb_26287_0.png
3 Attack
If you have at least 5 Villains in your Victory Pile, <i>Transform</i> this into A-Bomb and put it on top of your deck.
Cost: 5

Transformed
<b>A-Bomb</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
0+ Attack
<i>Smash 5</i>
Cost: 6
<font size='1'><i>A beast of few words.</i></font>

<b>Caught in Kree-Skrull War</b> (1 copy)
S.H.I.E.L.D.
https://cf.geekdo-static.com/mbs/mb_26283_0.png
4 Attack
If you defeat two Villains this turn, <i>Transform</i> this into The Destiny Force and put it on top of your deck.
Cost: 7

Transformed
<b>The Destiny Force</b> (1 copy)
Avengers
https://cf.geekdo-static.com/mbs/mb_26285_0.png
Count the number of different printed VP values in your Victory Pile. Draw that many cards.
Cost: 9
"	World War Hulk	WW	Rick Jones (WW)
Sentry	"<font size='5'>Sentry</font>
<font size='3'><i>Avengers</i></font>

<b>Agoraphobia</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
<i>Transform</i> this into Golden Guardian of Good and put it in your discard pile.
Cost: 2
<font size='1'><i>If half the time you went out, you transformed into a terrifying demon, you'd have social anxiety too.</i></font>

Transformed
<b>Golden Guardian of Good</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
0+ Attack
You may <i>Transform</i> this into Agoraphobia and put it in your discard pile. If you do, you get +4 Attack.
Cost: 6

<b>Rival Personalities</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
2+ Attack
You get +1 Attack for each card that <i>Transformed</i> this turn.
Cost: 4

<b>Mournful Sentinel</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
2 Recruit
Reveal the top card of your deck. If it costs 1 or more, <i>Transform</i> this into The Void Unchained and put it on top of your deck.
Cost: 3

Transformed
<b>The Void Unchained</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
(Unaffiliated)
3 Attack
Reveal the top card of your deck. If it costs 0, then <i>Feast</i>. Otherwise, <b>'Transform</b>' this into Mournful Sentinel and put it in your discard pile.
Cost: 5

<b>Vast Unstable Power</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
0+ Attack
Reveal the top five cards of the Hero Deck, gain their total printed Attack, and put them on the bottom of that deck. If this card makes 12 Attack or more, then <i>Transform</i> this card into The Void Mastermind and add it to the game at the start of the next turn with one random Tactic.
Cost: 8
"	World War Hulk	WW	Sentry (WW)
She-Hulk	"<font size='5'>She-Hulk</font>
<font size='3'><i>Avengers</i></font>

<b>Hurl Legal Objections</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
2 Recruit
Once this turn, if you made at least 6 Recruit this turn, <i>Transform</i> this into Hurl Trucks.
Cost: 3

Transformed
<b>Hurl Trucks</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
2+ Attack
<i>Smash 2</i>
<i>Smash 2</i>
Cost: 6
<font size='1'><i>Some courtroom opponents are afraid to make objections.</i></font>

<b>Window of Opportunity</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
2 Recruit
<i>Outwit</i>: Draw a card.
Cost: 4
<font size='1'><i>Her law firm's monthly budget includes a lot of windows.</i></font>

<b>Radioactive Riot</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
3 Attack
Once this turn, if you made at least 6 Recruit this turn, you may KO a card from your hand or discard pile.
Cost: 6

<b>Jade Giantess</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
4 Recruit
0+ Attack
For every 2 Recruit you made this turn, Reveal the top card of the Hero Deck, put it on the bottom of that deck, and you get that card's printed Attack.
Cost: 8
"	World War Hulk	WW	She-Hulk (WW)
Skaar, Son of Hulk	"<font size='5'>Skaar, Son of Hulk</font>
<font size='3'><i>Avengers</i></font>

<b>Anger Management</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
1+ Attack
https://cf.geekdo-static.com/mbs/mb_26286_0.png: <i>Smash 3</i>
Cost: 3
<font size='1'><i>Sometimes the best way to control your anger is to obliterate the thing that made you mad.</i></font>

<b>Scarred Past</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
2+ Attack
https://cf.geekdo-static.com/mbs/mb_26284_0.png: <i>Wounded Fury</i>
Cost: 3
<font size='1'><i>Getting hurt makes Skaar stronger. Growing up without parents gave him a lot to work with.</i></font>

<b>Mood Swings</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
3 Recruit
https://cf.geekdo-static.com/mbs/mb_26284_0.png: You may gain a Wound. If you do, <i>Transform</i> this into Raging Savage.
Cost: 5
<font size='1'><i>Skaar's moods swing wildly, from extremely angry to absolutely furious.</i></font>

Transformed
<b>Raging Savage</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
3+ Attack
<i>Wounded Fury</i>
Cost: 6
<font size='1'><i>The only time Skaar isn't feeling pain is when he's making someone else feel pain.</i></font>

<b>Planetary-Level Revenge</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
4+ Attack
<i>Wounded Fury</i>
Then, you may KO any number of Wounds from your hand and/or discard pile, then draw that many cards.
Cost: 8



"	World War Hulk	WW	Skaar, Son of Hulk (WW)
Ant-Man	"<font size='5'>Ant-Man</font>
<font size='3'><i>Avengers</i></font>

<b>Ride the Ants</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
1 Attack
<i>Size-Changing</i> https://cf.geekdo-static.com/mbs/mb_26287_0.png
Draw a card.
Cost: 4*
<font size='1'><i>Some consider Hank Pym an antihero.</i></font>

<b>Risky Science</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
2 Attack
<i>Microscopic Size-Changing</i> https://cf.geekdo-static.com/mbs/mb_26287_0.png https://cf.geekdo-static.com/mbs/mb_26287_0.png https://cf.geekdo-static.com/mbs/mb_26287_0.png
https://cf.geekdo-static.com/mbs/mb_26287_0.png: You may discard a card. If you do, draw a card.
Cost: 5*

<b>Giant Ego</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
2+ Attack
<i>Size-Changing</i> https://cf.geekdo-static.com/mbs/mb_26287_0.png
You get +1 Attack for each extra card you drew this turn.
Cost: 6*

<b>Pym Particles</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
5 Attack
<i>Microscopic Size-Changing</i> https://cf.geekdo-static.com/mbs/mb_26287_0.png https://cf.geekdo-static.com/mbs/mb_26287_0.png https://cf.geekdo-static.com/mbs/mb_26287_0.png https://cf.geekdo-static.com/mbs/mb_26287_0.png https://cf.geekdo-static.com/mbs/mb_26287_0.png
A hero in the HQ with no Size-Changing abilities gain <i>Size-Changing</i> https://cf.geekdo-static.com/mbs/mb_26287_0.png this turn.
Cost: 9*
"	Ant-Man	AM	Ant-Man (AM)
Wasp	"<font size='5'>Wasp</font>
<font size='3'><i>Avengers</i></font>

<b>Bio-Electric Sting</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
1+ Attack
<i>Microscopic Size-Changing</i> https://cf.geekdo-static.com/mbs/mb_26283_0.png https://cf.geekdo-static.com/mbs/mb_26283_0.png
https://cf.geekdo-static.com/mbs/mb_26283_0.png: You get +2 Attack.
Cost: 3*
<font size='1'><i>Nobody likes being stung by a bug. Especially when the sting is 30,000 volts.</i></font>

<b>Tiny Winged Justice</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
2 Recruit
<i>Size-Changing</i> https://cf.geekdo-static.com/mbs/mb_26283_0.png
https://cf.geekdo-static.com/mbs/mb_26283_0.png: Draw a card.
Cost: 4*
<font size='1'><i>Crushing victories arrive in small packages.</i></font>

<b>Swarm Tactics</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
2+ Attack
<i>Size-Changing</i> https://cf.geekdo-static.com/mbs/mb_26283_0.png
You get +1 Attack for each card you recruited this turn.
Cost: 6*

<b>Founding Avenger</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
4+ Attack
<i>Microscopic Size-Changing</i> https://cf.geekdo-static.com/mbs/mb_26283_0.png https://cf.geekdo-static.com/mbs/mb_26283_0.png https://cf.geekdo-static.com/mbs/mb_26283_0.png https://cf.geekdo-static.com/mbs/mb_26283_0.png https://cf.geekdo-static.com/mbs/mb_26283_0.png
Avengers: You get +1 Attack for each other Avengers card you played this turn.
Cost: 9*
"	Ant-Man	AM	Wasp (AM)
Jocasta	"<font size='5'>Jocasta</font>
<font size='3'><i>Avengers</i></font>

<b>Creation of Ultron</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
2+ Attack
https://cf.geekdo-static.com/mbs/mb_26287_0.png: You get <i>Empowered</i> by https://cf.geekdo-static.com/mbs/mb_26287_0.png.
Cost: 3
<font size='1'><i>Former bride of Ultron. Programmed by Ant-Man with the memories of Wasp. Let's just say family reunions are complicated.</i></font>

<b>Reprocess</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
2+ Recruit
If your discard pile is empty, you get +2 Recruit. Otherwise, shuffle your discard pile into your deck.
Cost: 4

<b>Holographic Image Inducer</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
<i>Size-Changing</i> https://cf.geekdo-static.com/mbs/mb_26287_0.png
Draw two cards.
Cost: 6
<font size='1'><i>Holograms allow Jocasta to appear human, as she searches for her own humanity.</i></font>

<b>Electromagnetic Eyebeams</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
5+ Attack
If your discard pile is empty, you get +2 Attack. Otherwise shuffle your discard pile into your deck.
Cost: 7
<font size='1'><i>Art contains a gun</i></font>
"	Ant-Man	AM	Jocasta (AM)
Wonder Man	"<font size='5'>Wonder Man</font>
<font size='3'><i>Avengers</i></font>

<b>One-Hit Wonder</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
0+ Attack
Chose one: Draw a card, or you get <i>Empowered</i> by https://cf.geekdo-static.com/mbs/mb_26286_0.png.
Cost: 2
<font size='1'><i>Arms dealer. Stunt man, Movie star. Master of Evil. Avenger. Maybe he'll star in his own biopic.</i></font>

<b>Ionic Energy</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
2+ Attack
You may put a card from the HQ on the bottom of the Hero Deck.
https://cf.geekdo-static.com/mbs/mb_26285_0.png: You get <i>Empowered</i> by https://cf.geekdo-static.com/mbs/mb_26285_0.png.
Cost: 4

<b>Absorb Ambient Power</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
0+ Recruit
0+ Attack
Put a card from the HQ on the bottom of the Hero Deck. If that card had a Recruit icon, you get +3 Recruit. If that card had an Attack icon, you get +3 Attack. (if both, get both).
Cost: 5

<b>8th Wonder of the World</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
4+ Attack
<i>Size-Changing</i> https://cf.geekdo-static.com/mbs/mb_26286_0.png
Choose any number of cards from the HQ. Put them on the bottom of the Hero Deck. Then you get <i>Empowered</i> by https://cf.geekdo-static.com/mbs/mb_26285_0.png and https://cf.geekdo-static.com/mbs/mb_26286_0.png.
Cost: 8*
"	Ant-Man	AM	Wonder Man (AM)
Black Knight	"<font size='5'>Black Knight</font>
<font size='3'><i>Avengers</i></font>

<b>Amulet of Avalon</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
0+ Attack
You get <i>Empowered</i> by the color of your choice.
Cost: 3
<font size='1'><i>The amulet summons whatever boon he chooses. Sword of Light, Shield of Night, Mystical Armor, or Flying Steed.</i></font>

<b>Defend the Weak</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
2 Recruit
https://cf.geekdo-static.com/mbs/mb_26286_0.png: Return a 0-cost card from your discard pile to your hand.
Cost: 3
<font size='1'><i>Art contains a gun</i></font>

<b>Flying Steed</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
3 Attack
When a Master Strike is played, before it takes effect, you may discard this card. If you do, draw three extra cards at the end of this turn.
Cost: 6

<b>The Ebony Blade</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
0+ Attack
You get + Attack equal to the printed Attack of a Villain in your Victory Pile. (Mastermind tactics aren't Villains).
Cost: 7



"	Ant-Man	AM	Black Knight (AM)
Carnage	"<font size='5'>Carnage</font>
<font size='3'><i>Venomverse</i></font>

<b>Rending Claws</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
2 Attack
<i>Excessive Violence</i>: Draw a card.
Cost: 3
<font size='1'><i>One good gaping wound deserves another.</i></font>

<b>Carnivore</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
0+ Recruit
<i>Digest 4</i>: Draw two cards.
<i>Indigestion</i>: You get +2 Recruit.
Cost: 4
<font size='1'><i>He'd be willing to eat a Groot salad too.</i></font>

<b>Gruesome Feast</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
3 Attack
<i>Excessive Violence</i>: Reveal the top card of your deck. You may KO it.
Cost: 6

<b>Feast or Famine</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
6 Attack
<i>Excessive Violence</i>: Reveal the top card of your deck. If it costs 0, KO it and you may repeat this process.
Cost: 8
"	Venom	VE	Carnage (VE)
Venom	"<font size='5'>Venom</font>
<font size='3'><i>Venomverse</i></font>

<b>Devouring Drool</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
0+ Recruit
0+ Attack
<i>Digest 3</i>: You get +2 Attack.
<i>Indigestion</i>: You get +2 Recruit.
https://cf.geekdo-static.com/mbs/mb_26284_0.png: Instead, you get both.
Cost: 3

<b>Razor Teeth</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
0+ Recruit
2 Attack
<i>Excessive Violence</i>: You get +2 Recruit.
Cost: 4
<font size='1'><i>The face that launched a thousand nightmares.</i></font>

<b>Symbiotic Adaptation</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
0+ Recruit
0+ Attack
<i>Choose one</i>:
- You get +1 Recruit for each other card you played this turn with a Recruit icon.
- Or you get +1 Attack for each other card you played this turn with an Attack icon.
Cost: 6

<b>Insatiable Hunger</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
0+ Recruit
0+ Attack
<i>Digest 8</i>: KO a card from your Victory Pile. You get +6 Attack.
<i>Indigestion</i>: KO a card from your hand or discard pile. You get +6 Recruit.
Venomverse Venomverse: Instead, do both.
Cost: 8
"	Venom	VE	Venom (VE)
Venom Rocket	"<font size='5'>Venom Rocket</font>
<font size='3'><i>Venomverse</i></font>

<b>Hungry for Action</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
2 Attack
<i>Digest 3</i>: You may discard a card. If you do, draw a card.
Cost: 3
<font size='1'><i>And thirsty for vengeance.</i></font>
<font size='1'><i>Art contains a gun</i></font>

<b>Spring the Trap</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
2+ Attack
If a Master Strike or Villain that has an Ambush ability was played this turn, you get +1 Attack.
Cost: 4
<font size='1'><i>No one expects a symbiote-bonded Rocket Raccoon.</i></font>

<b>Serious Overkill</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
2 Attack
<i>Excessive Violence</i>: You may KO a card from your hand or discard pile.
Cost: 5

<b>Ultimate Survivor</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
5 Attack
When a Master Strike is played, before it takes effect, you may put Ultimate Survivor from your hand on top of your deck. If you do, you may put any card from the HQ into your hand.
Cost: 7
<font size='1'><i>Art contains a gun</i></font>
"	Venom	VE	Venom Rocket (VE)
Venomized Dr. Strange	"<font size='5'>Venomized Dr. Strange</font>
<font size='3'><i>Venomverse</i></font>

<b>Cauldron of the Cosmos</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
1 Recruit
<i>Digest 2</i>: Draw a card.
Cost: 2
<font size='1'><i>Through it, he scried other symbiotes across the dimensions.</i></font>

<b>See Future Timelines</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
2+ Attack
https://cf.geekdo-static.com/mbs/mb_26285_0.png: Reveal the top card of your deck. If it costs 0, discard it and you get +2 Attack.
Cost: 4

<b>Complete the Grand Ritual</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
4+ Attack
If you played a 4-cost card and a 2-cost card this turn, you get +2 Attack.
Cost: 6

<b>Crystal of Kadavus</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
4 Attack
Reveal the top three cards of your deck. Draw one of them, discard one, and KO one.
Venomverse Venomverse: Do this ability again.
Cost: 8
"	Venom	VE	Venomized Dr. Strange (VE)
Venompool	"<font size='5'>Venompool</font>
<font size='3'><i>Venomverse</i></font>

<b>Digest That Chimichanga</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
0+ Attack
<i>Digest 2</i>: You get +2 Attack.
<i>Indigestion</i>: ""Rescue"" a Bystander.
https://cf.geekdo-static.com/mbs/mb_26286_0.png: Instead, you get both.
Cost: 2

<b>Shenanigans</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
Draw two cards. But you can't draw any more cards until the end of this turn.
Cost: 3
<font size='1'><i>""I mean some of those turns can just take forever.""</i></font>
<font size='1'><i>Art contains a gun</i></font>

<b>Can I Get a Little Gratitude</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
3 Attack
Whenever you Rescue a Bystander this turn, do any ""rescue"" ability on it an extra time.
<i>Excessive Violence</i>: ""Rescue"" a Bystander.
Cost: 5

<b>Play to the Crowd</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
4+ Attack
<i>Digest 7</i>: You get +1 Attack for each two Bystanders in your Victory Pile.
<i>Indigestion</i>: ""Rescue"" two Bystanders.
Venomverse Venomverse: Instead, do both (in order).
Cost: 7

"	Venom	VE	Venompool (VE)
Howard the Duck	"<font size='5'>Howard the Duck</font>
<font size='3'><i>(Unaffiliated)</i></font>

<b>Traveling Companion</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
2 Recruit
Reveal the top card of the Bystander Deck. If it's a Special Bystander, rescue it. Otherwise, put it on the bottom of that deck.
Cost: 3

<b>Rebel Without a Cause</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
2 Attack
Reveal the top card of your deck. If it costs 0 Cost or has no team icon, draw it.
Cost: 4

<b>Right Place, Wrong Time</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
3+ Attack
You get +1 Attack for each other Hero you played this turn with no team icon.
Cost: 5

<b>Interplanetary Visitor</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
4 Attack
Reveal the top three cards of your deck. Draw one of them, discard one, and KO one.
Cost: 7
"	Dimensions	D	Howard the Duck (D)
Jessica Jones	"<font size='5'>Jessica Jones</font>
<font size='3'><i>Marvel Knights</i></font>

<b>Alter Ego</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
2 Attack
<i>Switcheroo 4</i>
Cost: 3
<font size='1'><i>No one suspected Jessica would ever trade her leather jacket for a sequined bodysuit as the flashy Avenger ""Jewel.""</i></font>

<b>Alias Investigations</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
1 Attack
<i>Switcheroo 5</i>
<i>Investigate</i> for a card with an Attack icon.
Cost: 4

<b>Crack the Case</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
3 Recruit
<i>Switcheroo 6</i>
<i>Investigate</i> for a card with a Recruit icon. You may draw that card or KO it.
Cost: 5

<b>Uncover Hidden Evil</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
4 Attack
https://cf.geekdo-static.com/mbs/mb_26283_0.png: <i>Investigate</i> the Villain Deck for a Villain. You may put it into your Victory Pile and do its Fight effect. Otherwise, put it back on the top or bottom of that deck.
Cost: 7
"	Dimensions	D	Jessica Jones (D)
Man-Thing	"<font size='5'>Man-Thing</font>
<font size='3'><i>(Unaffiliated)</i></font>

<b>Form from Ooze</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
0+ Attack
<i>Teleport</i>
You get +2 Attack, usable only against Villains in the Sewers or the Mastermind
Cost: 2

<b>Burn the Fearful</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
2 Attack
Choose a Villain or Mastermind. If there are no other Villains adjacent to it, it gets -1 Attack this turn.
Cost: 4

<b>Travel the Nexus of Realities</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
3 Recruit
<i>Teleport</i>
You may move a Villain to another city space. If another Villain is already there, swap them.
Cost: 5

<b>Eternity of Solitude</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
5+ Attack
https://cf.geekdo-static.com/mbs/mb_26286_0.png: You get +1 Attack for each empty city space.
Cost: 7
"	Dimensions	D	Man-Thing (D)
Ms. America	"<font size='5'>Ms. America</font>
<font size='3'><i>Avengers</i></font>

<b>Star Power</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
1+ Attack
<i>Teleport</i>
https://cf.geekdo-static.com/mbs/mb_26286_0.png: You get +2 Attack.
Cost: 3
<font size='1'><i>Her cosmic punches don't just make her targets see stars. Everyone else can see them too.</i></font>

<b>Search Parallel Dimensions</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
2 Recruit
<i>Investigate</i> for an Avengers card and <b>'Teleport</b>' that card.
Cost: 4
<font size='1'><i>She hails from the Utopian Parallel to rally the Avengers with a warning.</i></font>

<b>Kick a Hole in Reality</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
3 Attack
https://cf.geekdo-static.com/mbs/mb_26286_0.png: Reveal the top card of your deck. KO it or <i>Teleport</i> it.
Cost: 6
<font size='1'><i>She's here to take names and kick holesâ€¦in the fabric of spacetime.</i></font>

<b>Hyper-Cosmic Awareness</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
0+ Attack
You get +1 Attack for each other card in your hand.
Cost: 7
<font size='1'><i>Her enemies are also cosmically aware - that she has pulverized them into star fragments.</i></font>
"	Dimensions	D	Ms. America (D)
Squirrel Girl	"<font size='5'>Squirrel Girl</font>
<font size='3'><i>Avengers</i></font>

<b>Find Tiny Friends</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
<i>Switcheroo 3</i>
<i>Investigate</i> for a card that costs 3 or less.
Cost: 2

<b>Nut Punch</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
1+ Attack
<i>Switcheroo 4</i>
https://cf.geekdo-static.com/mbs/mb_26284_0.png: You get +2 Attack.
Cost: 3
<font size='1'><i>Some Villains fear this attack more than any other.</i></font>

<b>Squirrelgility</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
2+ Attack
<i>Switcheroo 5</i>
You get +2 Attack if at least 2 cards entered the HQ this turn.
Cost: 4

<b>Unbeatable Squirrel Girl</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
5 Attack
You may choose a number from 1 to 5. A Hero in your hand gains <i>Switcheroo</i> for that number.
https://cf.geekdo-static.com/mbs/mb_26284_0.png https://cf.geekdo-static.com/mbs/mb_26284_0.png: You may choose a number from 1 to 8 instead.
Cost: 8

"	Dimensions	D	Squirrel Girl (D)
Captain Marvel, Agent of S.H.I.E.L.D.	"<font size='5'>Captain Marvel, Agent of S.H.I.E.L.D.</font>
<font size='3'><i>S.H.I.E.L.D.</i></font>

<b>The Sword of S.H.I.E.L.D.</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
2 Recruit
S.H.I.E.L.D. S.H.I.E.L.D. S.H.I.E.L.D. S.H.I.E.L.D.: Draw a card.
Cost: 3
<font size='1'><i>What if a superhero also had the backing of a multinational military?</i></font>

<b>Radiant Blast</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
2+ Attack
If you drew any extra cards this turn, you get +1 Attack.
Cost: 4
<font size='1'><i>When you need something extra-blasted.</i></font>

<b>Dominate the Battlefield</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
2+ Attack
https://cf.geekdo-static.com/mbs/mb_26285_0.png: <i>Last Stand</i>
Cost: 6
<font size='1'><i>Sometimes the victory party has a smashing section.</i></font>

<b>Higher, Further, Faster</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
0+ Attack
Choose one: Draw three cards or <i>Last Stand</i>.
https://cf.geekdo-static.com/mbs/mb_26286_0.png https://cf.geekdo-static.com/mbs/mb_26286_0.png: Instead, do both.
Cost: 7
"	Revelations	R	Captain Marvel, Agent of S.H.I.E.L.D. (R)
Darkhawk	"<font size='5'>Darkhawk</font>
<font size='3'><i>Avengers</i></font>

<b>Balance the Darkforce</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
1 Recruit
1 Attack
https://cf.geekdo-static.com/mbs/mb_26287_0.png: Draw a card.
Cost: 3
<font size='1'><i>The Darkhawk amulet must re-absorb all the energies it provides.</i></font>

<b>Hawk Dive</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
0+ Recruit
0+ Attack
Choose Recruit or Attack. Then <i>Hyperspeed 4</i> for that icon.
Cost: 4
<font size='1'><i>Chris Powell must switch carefully between his human and android bodies.</i></font>

<b>Travel to Nullspace</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
0+ Recruit
0+ Attack
If the most recent Hero you played this turn has a Recruit icon, you get +3 Recruit. If it has an Attack icon, you get +3 Attack. (If both, you get both.)
Cost: 6

<b>Warflight</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
0+ Recruit
0+ Attack
Whenever you Hyperspeed this turn, you get both Recruit from Recruit icons and Attack from Attack icons.
<i>Hyperspeed 7</i>
https://cf.geekdo-static.com/mbs/mb_26287_0.png https://cf.geekdo-static.com/mbs/mb_26287_0.png: Instead, <i>Hyperspeed 9</i>.
Cost: 7
"	Revelations	R	Darkhawk (R)
